policy_id,title,organization,support_ratio,ratio_audit_class,ratio_audit_reasons,roi_apply_method,manual_status,manual_required,manual_category,has_selected,has_numeric,ratio_candidate_count,amount_candidate_count,url
PBLN_000000000122930,[경남] 서부 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상남도,0.4,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,3,7,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122930
PBLN_000000000123029,2026년 2차 차세대 재생에너지 표준화 및 인증고도화 혁신지원 사업 대상과제 공고,기후에너지환경부,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,mixed_manual_review,False,True,1,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123029
PBLN_000000000120603,2026년 에너지이용합리화자금 융자사업 공고,기후에너지환경부,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120603
PBLN_000000000120620,2026년 소프트웨어 지식재산권(IP) 평가보증 지원사업 공고,과학기술정보통신부,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120620
PBLN_000000000120639,2026년 소상공인 불공정거래 피해구제 지원 시행 공고,중소벤처기업부,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120639
PBLN_000000000123406,반도체 소재ㆍ부품 시험평가센터 구축 사업 KIT 반도체 기업지원 사업 추가 모집 공고,산업통상부,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,recommend_only,not_required,False,,False,False,0,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123406
PBLN_000000000120684,[세종] 2026년 식품진흥기금 융자사업 시행 공고,세종특별자치시,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120684
PBLN_000000000120715,[전남광주] 2026년 중동사태 대응을 위한 소상공인 특례보증 지원사업 공고,전남광주통합특별시,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120715
PBLN_000000000117942,[경남] 창원시 2026년 지식재산진흥 지원사업 기업 모집 공고,경상남도,0.8,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,recommend_only,pending,True,manual_representative_recoverable,True,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117942
PBLN_000000000123189,[충북] 지능형첨단부품산업의 디지털전환 거점 구축 사업 AI 융합 제품ㆍ솔루션 고도화 지원 수혜기업 모집 공고,산업통상부,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,ratio_cap,pending,True,mixed_manual_review,False,False,1,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123189
PBLN_000000000120783,[전북] ICT이노베이션스퀘어 확산사업 기업협력프로젝트 참여기업 모집 공고,전북특별자치도,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120783
PBLN_000000000119457,[경기] 평택시 2026년 장비 활용 지원사업 기업 모집 공고,경기도,0.8,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,mixed_manual_review,True,True,1,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119457
PBLN_000000000123247,[경남] 고성군 2026년 3차 시군구연고산업육성사업 지원기업 모집 공고,중소벤처기업부,0.1,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,recommend_only,reviewed,False,keep_old_amount,False,True,0,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123247
PBLN_000000000117781,[경북] 국방기술 민간이전 사업 참여기업 모집 공고(경북ㆍ구미 방산혁신클러스터),경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117781
PBLN_000000000120828,[울산] 2026년 2차 소상공인 경영안정자금 긴급 융자 지원계획 공고,울산광역시,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120828
PBLN_000000000120822,[경북] 영천시 2026년 영천기업 연구시설장비 바우처 지원사업 수혜기업 모집 공고,경상북도,0.1,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120822
PBLN_000000000123427,[경기] 안산시 2026년 로봇직업교육센터 구축사업 제조기업 로봇공정 성능개선 지원사업 공고,경기도,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,mixed_manual_review,True,True,0,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123427
PBLN_000000000120829,[울산] 2026년 소상공인 재기지원자금 긴급 융자 지원계획 공고,울산광역시,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120829
PBLN_000000000123433,2026년 K-바이오헬스 지역ㆍ전략센터 연계ㆍ협력 지원사업 참여기업 모집 공고,충청북도,0.9,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,recommend_only,pending,True,mixed_manual_review,False,False,1,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123433
PBLN_000000000120838,[강원] 춘천시 2026년 사회보험료(10인 미만) 지원 공고,강원특별자치도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120838
PBLN_000000000120865,2026년 한ㆍ이스라엘 국제공동기술개발사업 신규 과제 통합 공고,산업통상부,0.3,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120865
PBLN_000000000120843,2026년 아산시 단체관광객 유치 인센티브 지원계획 공고,충청남도,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120843
PBLN_000000000123434,[충북] 2026년 벤처 및 스타트업 기업 공동연구장비 활용 지원사업 참여기업 추가 공고,충청북도,1.0,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,1,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123434
PBLN_000000000120866,2026년 부산형 SiC 전력반도체 연구플랫폼 활성화 지원사업 기업지원 모집 공고,부산광역시,0.2,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,manual_representative_recoverable,False,True,0,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120866
PBLN_000000000123442,[인천] 2026년 콘텐츠 스케일업 플러스 지원사업 재공고,인천광역시,1.0,already_confirmed_ratio,기존 ratio_cap 확정,ratio_cap,not_required,False,,False,False,1,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123442
PBLN_000000000120889,[전남광주] 목포시 2026년 소상공인 융자금 이차보전 지원 정정 공고,전남광주통합특별시,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120889
PBLN_000000000120905,[경남] 2026년 중소기업 녹색인증 컨설팅 지원사업 참여기업 모집 공고,경상남도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,False,0,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120905
PBLN_000000000120919,[대구] 2026년 지역 플러스 고용활력 프로젝트 사업 공고,대구광역시,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120919
PBLN_000000000123606,[전남광주] 2026년 3차 융ㆍ복합 가전산업 기업 브랜드 강화 지원 참여기업 모집 공고(지역주도형 일자리 지원사업),전남광주통합특별시,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,True,0,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123606
PBLN_000000000119235,[부산] 2026년 AI실증지원센터 고성능 컴퓨터(HPC) 이용 지원사업 모집 공고,부산광역시,,no_support_ratio,support_ratio 없음,ratio_cap,not_required,False,,False,False,0,0,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119235
PBLN_000000000121001,[울산] 소상공인 포장재 구입비 긴급 지원 사업 공고(온라인 판로ㆍ마케팅 지원),울산광역시,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121001
PBLN_000000000121002,[경남] 2026년 방위산업 상생형 격차 완화 지원사업 참여자 모집 공고,경상남도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,False,0,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121002
PBLN_000000000121060,2026년 중소기업 정책자금 융자계획 변경 공고,중소벤처기업부,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121060
PBLN_000000000121063,[경기] 2026년 소상공인 사업정리 지원사업 모집 공고,경기도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121063
PBLN_000000000123103,[전남광주] 로컬콘텐츠 기반 문화상품 개발 컨소시엄(공방&디자인기업) 모집 공고,전남광주통합특별시,,no_support_ratio,support_ratio 없음,subtract,reviewed,False,keep_old_amount,True,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123103
PBLN_000000000122501,2026년 디지털기반 중소사업장 산재예방 기술개발 지원사업 시행계획 공고,중소벤처기업부,1.0,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,reviewed,False,keep_old_amount,False,True,1,10,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122501
SMARTFACTORY:2026-N-0110:4,[현대자동차그룹]2026 대중소상생형 스마트공장 구축(고도화1),스마트공장 사업관리시스템,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,0,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0110&pbancSn=4
PBLN_000000000121068,2026년 대전 유성구 단체관광객 유치 여행사 인센티브 지원계획 공고,대전광역시,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,True,0,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121068
PBLN_000000000121099,[경남ㆍ부산ㆍ울산ㆍ전남] 2026년 중소조선 함정MRO 글로벌 경쟁력 강화지원사업 함정MRO 전문인력양성 참여기업 모집 공고,산업통상부,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121099
PBLN_000000000121131,[경기] 2026년 일터동행 기업 파트너십 참여기업 모집 공고(무료 교육ㆍ컨설팅 지원),경기도,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121131
TECHNOPARK:654,아산시 CES 2027 기업지원 사업 참가기업 모집 공고,충남테크노파크,1.0,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,1,3,https://www.ctp.or.kr/business/datadetail.do?seq=2709199
PBLN_000000000121197,[경남] 창녕군 2026년 지역지식재산 창출지원사업 공고,경상남도,0.9,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,reviewed,False,keep_old_amount,False,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121197
PBLN_000000000121182,2026년 희망리턴패키지 재기사업화(경영개선) 위기 소상공인 진단ㆍ멘토링 지원 모집 공고,중소벤처기업부,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121182
PBLN_000000000121195,[충북] 2026년 청년일자리도약장려금 사업 참여기업 모집 공고,고용노동부,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121195
PBLN_000000000123447,[전북] 2026년 특화역량 BI 지원사업 AI-R&D 부스팅 프로그램 참여기업 모집 공고,중소벤처기업부,0.1,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,recommend_only,pending,True,manual_representative_recoverable,False,False,1,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123447
PBLN_000000000120215,2026년 산업ㆍ일자리전환 컨설팅 참여기업 모집 공고,고용노동부,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,0,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120215
PBLN_000000000121214,[광주ㆍ전북ㆍ전남] 2026년 광주ㆍ호남권 거점기업 육성 금융지원 공고,전남광주통합특별시,,no_support_ratio,support_ratio 없음,exclude,not_required,False,,False,False,0,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121214
PBLN_000000000121226,2026년 상생형 AX선도모델 주관기관(대기업 등) 모집 공고,중소벤처기업부,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,13,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121226
PBLN_000000000123459,[경북] 2026년 4차 푸드테크 스마트 제조 기반 구축 사업 재공고,경상북도,0.025,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,recommend_only,reviewed,False,keep_old_amount,False,True,0,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123459
PBLN_000000000122852,2026년 하반기 우수 상용품 시범사용 제안제품 접수 공고,국방부,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,True,0,0,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122852
PBLN_000000000121243,[울산] 2026년 중소기업 AI인프라 육성자금 지원계획 변경 공고,울산광역시,,no_support_ratio,support_ratio 없음,review,not_required,False,,False,False,0,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121243
PBLN_000000000121268,[인천] 2026년 인천형 특별 경영안정자금 지원 공고(금융비용 확대 지원을 위한 하나은행 출연 및 협업),인천광역시,,no_support_ratio,support_ratio 없음,review,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121268
PBLN_000000000121285,2026년 미래내일 일경험(인턴형) 참여기업 지원사업 공고,고용노동부,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121285
PBLN_000000000120780,2026년 통상변화대응지원사업 참여기업 모집 공고,산업통상부,0.02,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120780
PBLN_000000000123462,[경기] 고양시 2026년 28청춘창업소 제품화 지원 프로그램 참가자 모집 공고,경기도,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,True,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123462
PBLN_000000000118133,[경북] 2026년 화장품산업 경쟁력 강화사업(성분 분석ㆍ검증 시험인증) 모집공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,pending,True,recommend_only_payload,True,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118133
PBLN_000000000121314,[경북] 포항시 2026년 일자리 공감페이(Pay) 참여기업 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121314
PBLN_000000000121325,[경북] 경산시 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121325
PBLN_000000000121311,[전남광주] 2026년 융ㆍ복합 가전산업 고용 안착 활성화 지원 사업 참여기업(참여자) 모집 공고,전남광주통합특별시,0.3,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121311
PBLN_000000000121326,[경북] 고령군 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121326
PBLN_000000000121327,[경북] 상주시 2026년 일자리 공감페이 지원사업 참여기업 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121327
PBLN_000000000121328,[경북] 김천시 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121328
PBLN_000000000121330,[경북] 성주군 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121330
PBLN_000000000118681,[경남] 진주시 2026년 산업재산권 권리화 지원 사업 공고,경상남도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,True,0,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118681
PBLN_000000000119454,[경기] 평택시 2026년 국내외 지식재산 권리화 지원사업 모집 공고,경기도,0.8,already_confirmed_amount,확정 대표금액 차감 우선,subtract,reviewed,False,keep_old_amount,True,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119454
PBLN_000000000123470,[대구] 2026년 2차 AI솔루션 실증 참여기업 모집 공고(지역특화 제조데이터 활성화 사업),중소벤처기업부,0.3,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥; 자부담/총사업비/총규모/매출 문맥,subtract,pending,True,recommend_only_payload,False,True,1,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123470
PBLN_000000000123472,[세종] 2026년 정보보호 기업육성(사업화 & 창업ㆍ벤처 육성) 지원사업 모집 공고,세종특별자치시,0.1,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123472
PBLN_000000000121336,[경북] 칠곡군 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121336
PBLN_000000000121338,[경북] 상주시 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121338
PBLN_000000000121366,[제주] 소상공인ㆍ자영업자 재기지원사업 희망업체 모집 공고,제주특별자치도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121366
PBLN_000000000116004,스마트 공장 수준 확인(2026년 스마트 제조혁신 지원사업 통합 공고),중소벤처기업부,0.8,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,6,13,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116004
PBLN_000000000121392,[충북] 2026년 2차 식품근로자 및 기업 고용안정 지원사업 모집 공고(지역상생형 일터혁신 프로젝트),충청북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121392
PBLN_000000000121397,[강원] 2026년 바이오기업 애로해소 인허가 컨설팅 지원기업 상시모집 공고,강원특별자치도,0.1,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥; 자부담/총사업비/총규모/매출 문맥,subtract,pending,True,mixed_manual_review,False,True,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121397
PBLN_000000000123478,[부산] 2026년 2차 연구개발장비 공동활용 지원사업 공고(장비사용료 지원사업 안내),부산광역시,0.6,blocked_context,수수료/인증/교육/컨설팅/비현금 문맥,subtract,pending,True,recommend_only_payload,False,True,1,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123478
PBLN_000000000121425,[경북] 구미시 2026년 소상공인 카드수수료 지원사업 참여 점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121425
PBLN_000000000121424,[경북] 고령군 2026년 지역발전 우수기업 환경개선 사업 참가기업 모집 공고,경상북도,0.7,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121424
PBLN_000000000121417,[대구] 2026년 디지털전환 현장캠퍼스 지원대상 기업 모집 공고,대구광역시,1.0,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121417
PBLN_000000000123482,[경기] 2026년 기후테크 경진대회 참여기업 모집 공고(2027년 경기도 실증화 지원사업 연계),경기도,1.0,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123482
PBLN_000000000123507,2026년 2차 전북 기업성장 환류형 상생일자리 지원사업 참여기업 모집 공고(BIONE 고용혁신 프로젝트),전북특별자치도,0.5,already_confirmed_amount,확정 대표금액 차감 우선,subtract,not_required,False,,True,True,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123507
PBLN_000000000119584,2026년 광주테크노파크 공동활용 연구시설ㆍ장비 사용 안내 공고,전남광주통합특별시,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119584
PBLN_000000000121442,[인천] 2026년 소규모 제조업 중대재해 예방 안전조치 지원사업 참여기업 모집 공고,인천광역시,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,True,True,0,6,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121442
PBLN_000000000121466,[경북] 경산시 2026년 중소기업 기숙사 임차비 지원사업 참가기업 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121466
PBLN_000000000121467,[경북] 포항시 2026년 소상공인 카드수수료 지원사업 참여업체 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121467
PBLN_000000000121501,2026년 퍼스널케어 융합 얼라이언스 육성사업 비즈니스 경쟁력 강화지원 사업 추가모집 공고,경상북도,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121501
PBLN_000000000121520,[경북] 경주시 2026년 소상공인 카드수수료 지원사업 참여 점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121520
PBLN_000000000121563,[경북] 영주시 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121563
PBLN_000000000121565,[경북] 문경시 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121565
PBLN_000000000121567,[경북] 영양군 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121567
PBLN_000000000121568,[경북] 봉화군 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,recommend_only,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121568
PBLN_000000000121646,[경북] 안동시 2026년 소상공인 카드수수료 지원사업 참여점포 모집 공고,경상북도,,no_support_ratio,support_ratio 없음,subtract,not_required,False,,False,False,0,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121646
