policy_id,title,organization,no_upload_group,no_upload_reason,recommended_action,old_amount_manwon,old_amount_actual,candidate_count,url
PBLN_000000000120135,[전남광주] 2026년 하남산업단지 중소기업 보증료 지원사업 공고,전남광주통합특별시,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,100.0,최대 100만원,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120135
PBLN_000000000120468,[경기] 2026년 국내ㆍ외 우수 물기술 인ㆍ검증 지원사업 참여기업 모집 공고,경기도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,600.0,최대 600만원,13,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120468
PBLN_000000000121239,[전북] 2026년 산업체 애로기술 해결을 위한 기술자문 참여기업 모집 공고(지역지능화혁신인재양성사업),전북특별자치도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,20.0,최대 20만원,1,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121239
PBLN_000000000121411,[울산] 울주군 2026년 강소기업 육성 기술 혁신 지원사업 추가모집 공고,울산광역시,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,1000.0,"최대 1,000만원",12,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121411
PBLN_000000000121426,[대구] 2026년 BIT융합캠퍼스(의료ㆍ헬스ㆍ바이오) 지원사업 기업 모집 공고,대구광역시,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,7500.0,최대 100% 지원,12,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121426
PBLN_000000000121784,[경기] 2026년 로봇직업교육센터 취업 연계 지원사업 참여기업 모집 공고,경기도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,210.0,최대 210만원,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121784
PBLN_000000000121956,2026년 시흥시 (국비)금형 디지털전환 지원사업 기술지도 모집 공고,경기도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,200.0,최대 200만원,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121956
PBLN_000000000122268,2026년 2차 메카노바이오활성소재 혁신의료기기 실증 기반구축 생물학적 시험평가인증 지원사업 공고(산업혁신기반구축사업),산업통상부,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,800.0,,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122268
PBLN_000000000123029,2026년 2차 차세대 재생에너지 표준화 및 인증고도화 혁신지원 사업 대상과제 공고,기후에너지환경부,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,30000.0,최대 3억원,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123029
PBLN_000000000123284,2026년 고용노동부(안전보건공단) 연계 스마트 안전장비지원 품목 등록 시행계획 공고,과학기술정보통신부,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,3000.0,"최대 3,000만원",2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123284
PBLN_000000000123299,2026년 수요맞춤형 전기구동 경형 PBV 개발 지원기반 구축사업 기업지원 프로그램(기술자문) 추가 모집 공고,강원특별자치도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,300.0,최대 300만원,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123299
PBLN_000000000123377,[전남] 첨단로봇ㆍAI 활용 중소기업 제조혁신 사업 기업지원(기획 컨설팅) 모집 공고,전라남도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,400.0,최대 400만원,9,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123377
PBLN_000000000123381,[강원] 2026년 2차 지역주력산업육성(지역특화 프로젝트 레전드 50+) 지원모집 공고(강원 2.0 퀀텀점프),중소벤처기업부,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,지원금 확인 필요,12,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123381
PBLN_000000000123398,[경북] 2026년 4차산업혁명 핵심기술개발사업(혁신기술R&D) 지원사업 공고,경상북도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,최대 10% 지원,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123398
PBLN_000000000123433,2026년 K-바이오헬스 지역ㆍ전략센터 연계ㆍ협력 지원사업 참여기업 모집 공고,충청북도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,지원금 확인 필요,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123433
PBLN_000000000123447,[전북] 2026년 특화역량 BI 지원사업 AI-R&D 부스팅 프로그램 참여기업 모집 공고,중소벤처기업부,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,지원금 확인 필요,4,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123447
PBLN_000000000123504,[서남권] 2026년 2차 지역혁신클러스터육성(비R&D) 기업지원사업 모집 공고,전남광주통합특별시,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,지원금 확인 필요,27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123504
PBLN_000000000123542,[충남] 2026년 미래차전환 종합지원사업 기업지원(R&D) 프로그램 모집 공고,충청남도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,10000.0,최대 1억원,11,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123542
PBLN_000000000123593,[비수도권] 2026년 3차 지능형 반도체 시험분석ㆍ성능검증 지원 지원기업 모집 공고,산업통상부,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,1000.0,"최대 1,000만원",13,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123593
PBLN_000000000123689,지능형 헬스케어제품 기반 실증ㆍ사업화 지원사업 기업지원 기술지원 추가 공고,산업통상부,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,1000.0,"최대 1,000만원",8,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123689
PBLN_000000000123739,2026년 4차 무기체계 부품국산화개발 지원사업 (상생협력부품국산화) 과제ㆍ연구개발기관 모집 공고,방위사업청,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,1000000.0,최대 100억원,3,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123739
PBLN_000000000123745,2026년 4차 예술산업보증 7월 공고,문화체육관광부,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,100000.0,최대 10억원,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123745
PBLN_000000000123766,[충북] 2026년 스마트공장 구축 자부담금 지원사업 수혜기업 모집 공고,충청북도,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,최대 15% 지원,5,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123766
PBLN_000000000123767,2026년 바이오소재(항원ㆍ항체) 개발지원사업 공고(중소형 CDMO육성 항원 항체소재 뱅크 구축 사업),산업통상부,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,10000.0,최대 1억원,2,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123767
SMARTFACTORY:2025-N-0210:1,2026년도 지역특화 프로젝트「레전드50+」연계 스마트공장 구축 지원사업 공고,스마트공장 사업관리시스템,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,1000000.0,최대 100억원,44,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0210&pbancSn=1
SMARTFACTORY:2026-N-0005:1,2026년 스마트공장 수준확인 사업 공고,스마트공장 사업관리시스템,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,최대 100% 지원,6,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0005&pbancSn=1
SMARTFACTORY:2026-N-0090:1,2026년 경북형 스마트공장(기초단계) 구축지원 사업 2차모집_(신규구축),스마트공장 사업관리시스템,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,6000.0,"최대 6,000만원",13,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0090&pbancSn=1
SMARTFACTORY:2026-N-0090:3,2026년 경북형 스마트공장(기초단계) 구축지원 사업 2차모집_(동일수준),스마트공장 사업관리시스템,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,6000.0,"최대 6,000만원",13,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0090&pbancSn=3
SMARTFACTORY:2026-N-0121:1,2026년「푸드테크 스마트 제조 기반 구축」사업 공고(기초)_4차 재공고,스마트공장 사업관리시스템,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,지원금 확인 필요,11,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0121&pbancSn=1
TECHNOPARK:1343,2026년 충남 디스플레이 특화단지 R&D 컨설팅 지원 수혜기업 모집,충남테크노파크,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,,2,https://www.ctp.or.kr/business/datadetail.do?seq=2709286
TECHNOPARK:1348,(2026-127호) 2026년 강원지역연구장비 서비스 활성화 지원사업 참여기관 모집 공고,강원테크노파크,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,1000.0,"기관별 최대 10,000천원 이내",4,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMxNTMmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:1439,「2026년 미래차전환 종합지원사업」 기업지원(R&D) 프로그램 모집 공고,충남테크노파크,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,,10,https://www.ctp.or.kr/business/datadetail.do?seq=2709289
TECHNOPARK:1725,「2026년 지역 거점 정보보호 클러스터 구축 사업」정보보호 비즈니스 모델 발굴 및 유망기업 지원 모집공고 재공고(2차),충남테크노파크,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,,7,https://www.ctp.or.kr/business/datadetail.do?seq=2709305
TECHNOPARK:1857,미래차 산업전환 공정기술 고도화 수혜기업 모집 공고(3차),경남테크노파크,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,,5,http://www.gntp.or.kr/biz/applyInfo/3791
TECHNOPARK:1873,「충남 지역혁신클러스터육성(비R&D)사업」사업화 지원 수혜기업 모집 공고(2차),충남테크노파크,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,지원금 확인 필요,12,https://www.ctp.or.kr/business/datadetail.do?seq=2709316
TECHNOPARK:434,「해양수산자원 산업화 육성 지원(바이오)」수혜기업 모집(2차) 공고,충남테크노파크,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,지원금 확인 필요,4,https://www.ctp.or.kr/business/datadetail.do?seq=2709157
TECHNOPARK:957,(2026-119호) 2026년 강원지역연구장비 활용 수수료 지원사업 참여기업(1차) 모집 공고,강원테크노파크,safe_non_update_remainder,위험 사유는 없지만 통합 업데이트 payload 기준에는 포함되지 않은 잔여 건,no_payload_update,,,12,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMxMTQmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
