policy_id,title,organization,risk_count,risk_reasons,auto_update_candidate,decision_reason,old_amount_manwon,old_amount_type,old_roi_apply_method,candidate_count,new_selected_amount_manwon,new_selected_type,new_roi_apply_method,new_support_ratio,old_actual,old_basis
SMARTFACTORY:2025-N-0198:1,2026년도 정부형 스마트공장 구축사업 공고(동일수준),스마트공장 사업관리시스템,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 억 단위 금액이나 기업당/과제당 근거 부족,False,risk_reasons_present,20000.0,support_amount,subtract,55,20000.0,support_amount,subtract,0.5,회당 최대 2억원 이내,"금액 판단: 지원금 20,000만원 / 금액 표현: 회당 최대 2억원 이내 / 지원 방식: 컨설팅멘토링, 판로수출, 스마트공장"
PBLN_000000000122433,[대구] 2026년 (Pre)스타기업 육성사업 개별지원 유형별 특성화지원 통합 공고,대구광역시,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,3000.0,support_amount,subtract,54,3000.0,support_amount,subtract,0.1,"최대 3,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 교육, 에너지효율"
PBLN_000000000115994,2026년 스마트 제조혁신 지원사업 통합 공고,중소벤처기업부,2,근거는 미확인성인데 actual에는 숫자 금액 존재 | 억 단위 금액이나 기업당/과제당 근거 부족,False,risk_reasons_present,50000.0,subsidy,subtract,53,50000.0,subsidy,subtract,0.5,최대 5억원,"금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000116004,스마트 공장 수준 확인(2026년 스마트 제조혁신 지원사업 통합 공고),중소벤처기업부,2,근거는 미확인성인데 actual에는 숫자 금액 존재 | 억 단위 금액이나 기업당/과제당 근거 부족,False,risk_reasons_present,50000.0,subsidy,subtract,53,50000.0,subsidy,subtract,0.5,최대 5억원,"금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000116008,제조 DX멘토단 활용지원(2026년 스마트 제조혁신 지원사업 통합 공고),중소벤처기업부,2,근거는 미확인성인데 actual에는 숫자 금액 존재 | 억 단위 금액이나 기업당/과제당 근거 부족,False,risk_reasons_present,50000.0,subsidy,subtract,53,50000.0,subsidy,subtract,0.5,최대 5억원,"금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000123179,[경기] 2026년 2차 제조로봇 도입ㆍ실증 및 고도화지원 사업 공고(제조로봇 도입지원),경기도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,12000.0,support_amount,subtract,33,12000.0,support_amount,subtract,0.6,최대 1.2억원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 공동장비, 컨설팅멘토링, 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000121444,[경기] 군포시 2026년 품질경쟁력 강화 지원사업 참여기업 모집 공고,경기도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,300.0,support_amount,subtract,31,300.0,support_amount,subtract,0.8,최대 300만원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 공동장비, 컨설팅멘토링, 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000123112,[전남광주] 화순군 2026년 2차 바이오산업 활성화 지원사업 참여기업 모집 공고(시군구연고산업육성사업),전남광주통합특별시,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,5000.0,support_amount,subtract,28,5000.0,support_amount,subtract,1.0,"최대 5,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 교육, 판로수출"
TECHNOPARK:1752,[서천군] 2026년 시군구연고산업육성 협업프로젝트(서천군 해양바이오 인큐베이팅 사업) 3차 수혜기업 모집 공고 기간 연장 안내,충남테크노파크,2,"기존 타입 non_cash -> 새 타입 support_amount | 대표 금액 20% 이상 차이: 기존 5000만원, 새 7000만원",False,risk_reasons_present,5000.0,non_cash,recommend_only,24,7000.0,support_amount,subtract,,조건별 기업당 최대 5천만원,"금액 판단: 비현금지원 / 금액 표현: 조건별 기업당 최대 5천만원 / 지원 방식: 기술개발, 시험인증"
PBLN_000000000120964,[경북] 경주시 2026년 중소기업 화재보험료 지원사업 참여기업 모집 공고,경상북도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,1000.0,support_amount,subtract,21,1000.0,support_amount,subtract,0.9,"최대 1,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 시험인증, 판로수출"
PBLN_000000000117454,[강원] 2026년 글로벌 IP 스타기업 육성 해외OA비용 지원사업 공고,강원특별자치도,2,"근거는 미확인성인데 actual에는 숫자 금액 존재 | 대표 금액 20% 이상 차이: 기존 164만원, 새 200만원",False,risk_reasons_present,164.0,support_amount,subtract,20,200.0,support_amount,subtract,,최대 164만원,"금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증, 판로수출"
PBLN_000000000120468,[경기] 2026년 국내ㆍ외 우수 물기술 인ㆍ검증 지원사업 참여기업 모집 공고,경기도,2,근거는 미확인성인데 actual에는 숫자 금액 존재 | 기존 타입 support_amount -> 새 타입 non_cash,False,risk_reasons_present,600.0,support_amount,subtract,20,600.0,non_cash,recommend_only,0.5,최대 600만원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 공동장비, 기술개발, 시험인증, 교육, 판로수출, 스마트공장"
PBLN_000000000123109,[전남광주] 장성군 2026년 2차 스마트기계전자산업 활성화 지원사업 참여기업 모집 공고(시군구연고산업육성사업),중소벤처기업부,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,4000.0,support_amount,subtract,20,4000.0,support_amount,subtract,1.0,"최대 4,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
PBLN_000000000123560,[경북] 안동시 2026년 중소기업 기술성장 디딤돌 사업 참여기업 추가모집 공고,경상북도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,1000.0,support_amount,subtract,19,1000.0,support_amount,subtract,1.0,"최대 1,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 스마트공장"
PBLN_000000000117463,[강원] 2026년 글로벌 IP 스타기업 육성 해외등록비용 지원사업 공고,강원특별자치도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,144.0,support_amount,subtract,18,144.0,support_amount,subtract,,최대 144만원,"금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증, 판로수출"
PBLN_000000000123656,[충남] 2026년 2차 지역혁신클러스터육성(비R&D)사업 사업화 지원 수혜기업 모집 공고,충청남도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,6000.0,support_amount,subtract,17,6000.0,support_amount,subtract,0.5,"최대 6,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증"
SMARTFACTORY:2026-N-0090:1,2026년 경북형 스마트공장(기초단계) 구축지원 사업 2차모집_(신규구축),스마트공장 사업관리시스템,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 기존 타입 subsidy -> 새 타입 support_amount,False,risk_reasons_present,6000.0,subsidy,subtract,16,6000.0,support_amount,subtract,0.6,"최대 6,000만원","금액 판단: 보조금 6,000만원 / 금액 표현: 최대 6,000만원 / 지원 방식: 현금지원, 스마트공장"
SMARTFACTORY:2026-N-0090:3,2026년 경북형 스마트공장(기초단계) 구축지원 사업 2차모집_(동일수준),스마트공장 사업관리시스템,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 기존 타입 subsidy -> 새 타입 support_amount,False,risk_reasons_present,6000.0,subsidy,subtract,16,6000.0,support_amount,subtract,0.6,"최대 6,000만원","금액 판단: 보조금 6,000만원 / 금액 표현: 최대 6,000만원 / 지원 방식: 현금지원, 스마트공장"
PBLN_000000000123669,[대구] 2026년 R&D 과제 발굴 및 기획 지원 공고,대구광역시,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,1000.0,support_amount,subtract,15,1000.0,support_amount,subtract,,"최대 1,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 교육, 판로수출"
SMARTFACTORY:2025-N-0194:1,2026년 스마트제조혁신 지원사업 통합공고,스마트공장 사업관리시스템,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 억 단위 금액이나 기업당/과제당 근거 부족,False,risk_reasons_present,50000.0,subsidy,subtract,15,50000.0,subsidy,subtract,0.5,최대 5억원,"금액 판단: 보조금 50,000만원 / 금액 표현: 최대 5억원 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000123651,[부산] 2026년 수리조선산업 맞춤형 지원사업 추가모집 공고(스마트수리조선지원센터 관리운영 사업),부산광역시,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,300.0,support_amount,subtract,14,300.0,support_amount,subtract,0.9,최대 300만원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증"
SMARTFACTORY:2026-N-0010:1,2026년도 제조DX멘토단 활용지원(AX기획) 도입기업 모집 공고,스마트공장 사업관리시스템,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 기존 타입 support_amount -> 새 타입 non_cash,False,risk_reasons_present,238.0,support_amount,subtract,14,238.0,non_cash,recommend_only,0.85,최대 238만원,"금액 판단: 지원금 238만원 / 금액 표현: 최대 238만원 / 지원 방식: 현금지원, 컨설팅멘토링, 시험인증, 판로수출, 스마트공장"
PBLN_000000000118122,[울산] 2026년 이전ㆍ창업기업(기술강소기업) 특별보조금 지원사업 공고,울산광역시,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,20000.0,subsidy,subtract,13,20000.0,subsidy,subtract,0.15,최대 2억원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 시험인증"
PBLN_000000000118681,[경남] 진주시 2026년 산업재산권 권리화 지원 사업 공고,경상남도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,100.0,support_amount,subtract,13,100.0,support_amount,subtract,,최대 100만원,금액 판단: 금액 미기재 / 지원 방식: 시험인증
PBLN_000000000123174,[경기] 포천시 2026년 현장기술 돌봄이 지원사업 모집 수정 공고,경기도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,90.0,support_amount,subtract,13,90.0,support_amount,subtract,,최대 90만원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 공동장비, 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000123413,[경북] 2026년 3차 디지털전환 지원모델 확산사업 지역특화산업지원 참여기업 모집 재공고,경상북도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,5000.0,support_amount,subtract,13,5000.0,support_amount,subtract,,"최대 5,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000117056,[경기] 부천시 2026년 내일채움공제 지원 계획 공고,경기도,2,"근거는 미확인성인데 actual에는 숫자 금액 존재 | 대표 금액 20% 이상 차이: 기존 24만원, 새 34만원",False,risk_reasons_present,24.0,support_amount,subtract,12,34.0,support_amount,subtract,,최대 24만원,"금액 판단: 금액 미기재 / 지원 방식: 시험인증, 교육"
PBLN_000000000123119,2026년 바이오프린팅 활용 첨단바이오 활성화 지원사업(시설ㆍ장비 활용) 수혜기업 모집 공고,경상북도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,3000.0,support_amount,subtract,12,3000.0,support_amount,subtract,0.1,"최대 3,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 공동장비, 기술개발, 시험인증, 스마트공장"
PBLN_000000000123466,2026년 지능형 반도체 개발ㆍ실증지원 고신뢰 반도체 상용화를 위한 검증ㆍ확인 지원사업 기업 지원 프로그램 통합 공고,산업통상부,2,근거는 미확인성인데 actual에는 숫자 금액 존재 | 기존 타입 subsidy -> 새 타입 non_cash,False,risk_reasons_present,0.0,subsidy,subtract,11,0.5,non_cash,recommend_only,,최대 0.5만원,"금액 판단: 금액 미기재 / 지원 방식: 공동장비, 기술개발, 시험인증"
PBLN_000000000123472,[세종] 2026년 정보보호 기업육성(사업화 & 창업ㆍ벤처 육성) 지원사업 모집 공고,세종특별자치시,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,4000.0,support_amount,subtract,11,4000.0,support_amount,subtract,,"최대 4,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 교육, 판로수출"
PBLN_000000000123642,[전남광주] 2026년 2차 글로벌강소기업 1000+ 프로젝트 자율 프로그램 모집 공고,전남광주통합특별시,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,800.0,support_amount,subtract,11,800.0,support_amount,subtract,,최대 800만원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000123750,[경북] 경산시 2026년 산업 AX 미니프로젝트 지원 사업 참여기업 모집 공고(산업 인공지능(AI) 전환 및 확산기반조성),경상북도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,2000.0,support_amount,subtract,11,2000.0,support_amount,subtract,,"최대 2,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 스마트공장"
TECHNOPARK:1747,"충남지자체 지식재산창출지원사업 수혜기업모집 공고(상시, 마감시까지)",충남테크노파크,2,"subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 대표 금액 20% 이상 차이: 기존 150만원, 새 400만원",False,risk_reasons_present,150.0,support_amount,subtract,11,400.0,support_amount,subtract,0.1,최대 150만원,"금액 판단: 지원금 150만원 / 금액 표현: 최대 150만원 / 지원 방식: 현금지원, 공동장비, 컨설팅멘토링, 기술개발, 시험인증, 교육, 판로수출"
PBLN_000000000118003,[경기] 용인시 2026년 다통해 서포터즈(시민 통번역 서포터즈) 지원사업 공고,경기도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,50.0,support_amount,subtract,10,50.0,support_amount,subtract,,최대 50만원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 시험인증, 교육, 판로수출"
PBLN_000000000122724,[충북] 청주시 2026년 2차 공정혁신시뮬레이션센터 구축 및 운영사업 기술지원 수혜기업 모집 연장 공고,산업통상부,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,1600.0,support_amount,subtract,10,1600.0,support_amount,subtract,,"최대 1,600만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 공동장비, 컨설팅멘토링, 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000120219,2026년 투자연계형 기술확보지원사업(기술검증지원) 참여기업 모집 공고,산업통상부,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,6000.0,subsidy,subtract,9,6000.0,subsidy,subtract,1.0,"최대 6,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증"
PBLN_000000000121664,2026년 IP투자연계 지식재산평가 지원사업 공고,지식재산처,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,1500.0,support_amount,subtract,9,1500.0,support_amount,subtract,0.8,"최대 1,500만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
PBLN_000000000122238,[강원] 춘천시 2026년 지식재산 국내분쟁 비용지원 사업 모집 연장 공고,강원특별자치도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,300.0,support_amount,subtract,9,300.0,support_amount,subtract,0.3,최대 300만원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
PBLN_000000000122495,[경기] 2026년 GH 민간협력기술개발사업 과제 공모 공고,경기도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,7000.0,support_amount,subtract,9,7000.0,support_amount,subtract,0.7,"최대 7,000만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 공동장비, 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000123277,[대전ㆍ충청] 2026년 중소기업 AI훈련확산 지원사업 참여기업 모집 공고,고용노동부,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,280.0,support_amount,subtract,9,280.0,support_amount,subtract,1.0,최대 280만원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 교육"
PBLN_000000000123338,2026년 IP투자연계 지식재산평가 지원사업 공고,지식재산처,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,1500.0,support_amount,subtract,9,1500.0,support_amount,subtract,0.8,"최대 1,500만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 판로수출"
SMARTFACTORY:2026-N-0111:1,[제주] 2026년 제조DX멘토단 활용지원(구축지도) 도입기업 모집 공고,스마트공장 사업관리시스템,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 기존 타입 support_amount -> 새 타입 non_cash,False,risk_reasons_present,21.0,support_amount,subtract,9,21.0,non_cash,recommend_only,0.15,최대 21만원,"금액 판단: 지원금 21만원 / 금액 표현: 최대 21만원 / 지원 방식: 현금지원, 컨설팅멘토링, 스마트공장"
PBLN_000000000122930,[경남] 서부 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상남도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,900.0,subsidy,subtract,8,900.0,subsidy,subtract,0.4,최대 900만원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 판로수출, 에너지효율"
PBLN_000000000123700,[대구] 2026년 산업안전보건 원스톱 서비스 지원 공고,대구광역시,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,1250.0,support_amount,subtract,8,1250.0,support_amount,subtract,,"최대 1,250만원","금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 시험인증, 교육, 판로수출"
PBLN_000000000123703,[부산] 2026년 3차 대외협력R&D기획지원사업 신규과제 공고,부산광역시,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,2700.0,support_amount,subtract,8,3000.0,support_amount,subtract,1.0,"최대 2,700만원","금액 판단: 금액 미기재 / 지원 방식: 현금지원, 컨설팅멘토링, 기술개발, 시험인증, 교육, 판로수출"
SMARTFACTORY:2026-N-0099:1,[포항] 2026년 제조DX멘토단 활용지원(구축지도) 도입기업 모집공고,스마트공장 사업관리시스템,2,후보는 있으나 대표 후보 없음 | 기존 금액은 있으나 새 대표 금액 없음,False,risk_reasons_present,21.0,non_cash,recommend_only,8,,,,0.85,최대 21만원,금액 판단: 비현금지원 / 금액 표현: 최대 21만원 / 지원 방식: 스마트공장
PBLN_000000000120340,[경기] 2026년 섬유분야 유해물질 시험분석 및 인증지원 공고,경기도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,300.0,support_amount,subtract,7,300.0,support_amount,subtract,,최대 300만원,"금액 판단: 금액 미기재 / 지원 방식: 공동장비, 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000123191,[경북] 안동시 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,900.0,subsidy,subtract,7,900.0,subsidy,subtract,0.4,최대 900만원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000123195,[경북] 의성군 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,900.0,subsidy,subtract,7,900.0,subsidy,subtract,0.4,최대 900만원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 판로수출, 스마트공장"
PBLN_000000000123585,[경남] 밀양시 2026년 3차 미래차 산업전환 공정기술 고도화 수혜기업 모집 공고(미래차 산업 전환 공정기술 고도화 지원사업),경상남도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,5000.0,support_amount,subtract,7,5000.0,support_amount,subtract,,"최대 5,000만원","금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증"
PBLN_000000000123603,[경북] 구미시 2026년 핵심부품ㆍ소재기술 개발사업 신규지원(단기상용화R&Dㆍ기술컨설팅) 대상과제 공고,경상북도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,4000.0,support_amount,subtract,7,4000.0,support_amount,subtract,,"최대 4,000만원","금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 스마트공장"
TECHNOPARK:391,(2026-75호) 2026년 제조DX멘토단 활용지원(구축지도) 도입기업 모집 공고,강원테크노파크,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 기존 타입 subsidy -> 새 타입 non_cash,False,risk_reasons_present,21.0,subsidy,subtract,7,21.0,non_cash,recommend_only,0.15,최대 21만원,"금액 판단: 보조금 21만원 / 금액 표현: 최대 21만원 / 지원 방식: 컨설팅멘토링, 판로수출, 스마트공장"
ENERGYAGENCY:21809,2019년 에너지경영시스템 인프라 구축 지원사업 공고 안내,한국에너지공단,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 기존 타입 subsidy -> 새 타입 support_amount,False,risk_reasons_present,15000.0,subsidy,subtract,6,15000.0,support_amount,subtract,1.0,최대 1.5억원,"금액 판단: 보조금 15,000만원 / 금액 표현: 최대 1.5억원 / 지원 방식: 현금지원, 컨설팅멘토링, 시험인증, 교육, 에너지효율"
ENERGYAGENCY:21849,2019년 에너지경영시스템 인프라 구축 지원사업 공고 안내,한국에너지공단,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 기존 타입 subsidy -> 새 타입 support_amount,False,risk_reasons_present,15000.0,subsidy,subtract,6,15000.0,support_amount,subtract,1.0,최대 1.5억원,"금액 판단: 보조금 15,000만원 / 금액 표현: 최대 1.5억원 / 지원 방식: 현금지원, 컨설팅멘토링, 시험인증, 에너지효율"
PBLN_000000000119321,[세종] 2026년 수출보증보험료 지원 사업 참가기업 모집 공고,세종특별자치시,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,200.0,support_amount,subtract,6,200.0,support_amount,subtract,1.0,최대 200만원,"금액 판단: 금액 미기재 / 지원 방식: 현금지원, 시험인증, 판로수출, 스마트공장"
PBLN_000000000122891,2026년 2차 전력정보화 및 정책지원사업(신재생에너지 분야) 신규지원 대상과제 공고,기후에너지환경부,2,근거는 미확인성인데 actual에는 숫자 금액 존재 | 기존 타입 subsidy -> 새 타입 non_cash,False,risk_reasons_present,5000.0,subsidy,subtract,6,5000.0,non_cash,recommend_only,1.0,"최대 5,000만원","금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증"
PBLN_000000000123023,[경남] 2026년 사이버 위기대응 모의훈련 및 보안점검 수요기업 모집 공고(지역 정보보호 지원센터),경상남도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,1300.0,support_amount,subtract,6,1300.0,support_amount,subtract,1.0,"최대 1,300만원","금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증, 교육, 스마트공장"
PBLN_000000000123300,[광주] 2026년 자동차 부품업체 지속 가능 전환기업 육성지원사업 지원기업 모집 공고,광주광역시,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,1600.0,support_amount,subtract,6,1600.0,support_amount,subtract,,"최대 1,600만원","금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증"
PBLN_000000000123423,[경북] 안동시 2026년 장애인기업육성지원사업 기업(사업화) 지원 모집 공고,경상북도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,500.0,support_amount,subtract,6,500.0,support_amount,subtract,,최대 500만원,"금액 판단: 금액 미기재 / 지원 방식: 컨설팅멘토링, 기술개발, 시험인증"
PBLN_000000000123507,2026년 2차 전북 기업성장 환류형 상생일자리 지원사업 참여기업 모집 공고(BIONE 고용혁신 프로젝트),전북특별자치도,2,subtract 근거에 전체예산/총사업비/조건성 키워드 포함 | 근거는 미확인성인데 actual에는 숫자 금액 존재,False,risk_reasons_present,5000.0,support_amount,subtract,6,5000.0,support_amount,subtract,,"최대 5,000만원","금액 판단: 금액 미기재 / 지원 방식: 기술개발, 시험인증, 교육"
