policy_id,title,organization,stage2_category,stage2_category_ko,stage2_reason,old_amount_manwon,candidate_count,selected_amount_manwon,selected_amount_type,selected_context,direct_candidate_summary,manual_review_decision,manual_selected_amount_manwon,manual_evidence,manual_note,url
PBLN_000000000123416,[경북] 영천시 2026년 2차 중소기업 혁신기술개발 지원사업 공고,경상북도,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,3,,,,"5000.0만원/support_amount: R&D 사업 지원  Scale-up R&D 1) 지원 내용 : 아이디어 단계의 신제품개발 또는 제품고도화를 위한 연구개발 과제 2) 지원 대상 : 선정 후 협약 기업 단독 3) 지원금 : 최대 50,000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진 절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 (6~7월) ( || 3500.0만원/support_amount: 000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진 절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 (6~7월) (7월) (별도 공지) (8월~11월) (11월) 지원대상기업 현장실태조사 및 대면발표평가 협약 체결 사업수행 및 현장모니터링 (필수) 대면발표평가  상용화 R&D 1) 지원 내용 : 보유중인 기술(제품)을 대상으로 상용화 목적의 기술개발 과 || 2000.0만원/support_amount: 특허 등 지원 2) 지원 대상 : 선정 후 협약 기업 단독 3) 지원금 : 최대 20,000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 ⇨ 사업비 지급",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123416
PBLN_000000000123417,[경북] 영천시 2026년 2차 중소기업 고부가가치 전환육성 지원사업 공고,경상북도,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,2,,,,"10000.0만원/support_amount: R&D 사업 지원 □ 시제품 개발형 기술 개발 1) 지원 내용 : 영천시 중소기업의 연구개발을 통해 미래의 시장 진출을 준비하기 위한 고부가가치 사업화 기술 개발 지원 2) 지원 대상 : 선정 후 협약 기업 단독 3) 지원금 : 최대 100,000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진 절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 (6~7월) ( || 4000.0만원/support_amount: 비R&D 사업 지원 □ 제품 고급화를 위한 시제품 제작 지원 1) 지원 내용 : 영천시 중소기업의 신규 시장 진출을 준비하기 위한 양산화 단계의 시제품 고급화 제작 지원비 지원 2) 지원 대상 : 선정 후 협약 기업 단독 3) 지원금 : 최대 40,000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 ⇨ 사업비",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123417
PBLN_000000000123419,2026년 소공인 클린제조환경조성사업 추가 모집 공고,중소벤처기업부,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,10,,,,"630.0만원/support_amount: 산업폐기물 처리 등 지원 500개사 내외 630만원 이내 270만원 이상 고위험업종 *** 50개사 내외 1 || 270.0만원/support_amount: 산업폐기물 처리 등 지원 500개사 내외 630만원 이내 270만원 이상 고위험업종 *** 50개사 내외 1 || 1050.0만원/support_amount: 산업폐기물 처리 등 지원 500개사 내외 630만원 이내 270만원 이상 고위험업종 *** 50개사 내외 1,050만원 이내 450만원 이상 에너지효율 || 490.0만원/support_amount: 공사 지원 350개사 내외 490만원 이내 210만원 이상 * 본 사업과 무관한 단순 장비 교체 || 210.0만원/support_amount: 공사 지원 350개사 내외 490만원 이내 210만원 이상 * 본 사업과 무관한 단순 장비 교체 || 630.0만원/support_amount: 산업폐기물 처리 등 지원500개사내외630만원이내270만원 이상고위험업종*** 50개사내외1 || 270.0만원/support_amount: 산업폐기물 처리 등 지원500개사내외630만원이내270만원 이상고위험업종*** 50개사내외1 || 1050.0만원/support_amount: 산업폐기물 처리 등 지원500개사내외630만원이내270만원 이상고위험업종*** 50개사내외1,050만원이내450만원이상에너지효율",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123419
PBLN_000000000123421,"2026년 중소기업기술혁신개발사업 글로벌선도기술개발(함께달리기, 이어달리기) 시행계획 공고",중소벤처기업부,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,4,,,,50000.0만원/support_amount: 접수 결과에 따라 추가공고 가능 □ (지원조건) 연구개발비의 65%이내 (연차별 최대 5억원 이내) 내역 사업 개발기간 및 지원한도 정부지원 연구개발비 비중 * 지원방식 수출지향형 함께달리기 최대 2년 || 3000.0만원/support_amount: 시스템 입력사항 3) 연구시설ㆍ장비 구축ㆍ운영계획 (해당 시 작성합니다) (1) 연구시설ㆍ장비 구축계획(구축비용이 3천만원 이상인 경우에는 필수로 작성합니다) (단위: 천원) 연구개발기관명 연구시설ㆍ장비명 현금/현물 구분 구축방식 * 규격 수량 구축비용 구축기간 설 || 50000.0만원/support_amount: 청년인력 의무채용 □ 정부지원연구개발비 비례 청년인력 의무채용 ◦ 과제 당 정부지원연구개발비 중 기업 지원금액 합계가 5억원 이상인 경우 || 50000.0만원/support_amount: 군 복무 기간에 비례하여 최대 만 39세까지 인정) - (적용 대상) 정부지원연구개발비를 5억원 이상 지원받는 중소기업 - 1년 이상 고용을 유지해야하며,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123421
PBLN_000000000123447,[전북] 2026년 특화역량 BI 지원사업 AI-R&D 부스팅 프로그램 참여기업 모집 공고,중소벤처기업부,support_vs_self_funding_split_needed,표에서 지원금/자부담 분리 필요,표에서 지원금/자부담/소요금액 분리가 필요,,3,,,,200.0만원/support_amount: 정부R&D과제기획지원3개사내외기업당최대200만원Adv-MVP제작지원제품기능 || 300.0만원/support_amount: 시제품고도화및사업화지원4개사내외기업당최대300만원 || 300.0만원/support_amount: Adv-MVP제작지원은공급가액기준최대300만원까지지원하며,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123447
PBLN_000000000123468,2026년 에너지신산업 개방형 혁신생태계 OpenLAB 조성사업 기업지원사업 수혜기업모집 공고,산업통상부,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,3,,,,"2000.0만원/support_amount: S/W 설계비 등 지원 최대20,000천원R&D장비 공동활용배터리 || 2200.0만원/support_amount: 해당 국가 언어별) 제작최대22,000천 원 내외 지원해외기업 국내 정착 지원R&D 세부 1 || 3000.0만원/support_amount: / 최대 30,000천원 이내 지원",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123468
PBLN_000000000123504,[서남권] 2026년 2차 지역혁신클러스터육성(비R&D) 기업지원사업 모집 공고,전남광주통합특별시,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,8,,,,"1000.0만원/support_amount: 000천원 이내 IP&D 전략지원 10,000천원 이내 디지털지원 및 제품고급화 10 || 1000.0만원/support_amount: 000천원 이내 디지털지원 및 제품고급화 10,000천원 이내 R&D 연계지원 30 || 3000.0만원/support_amount: 000천원 이내 R&D 연계지원 30,000천원 이내 광주 융복합단지 광주지역 산업진흥원 선진기술 및 사전기획 지원 R&D 사전기획 10 || 1000.0만원/support_amount: 000천원 이내 광주 융복합단지 광주지역 산업진흥원 선진기술 및 사전기획 지원 R&D 사전기획 10,000천원 || 1000.0만원/support_amount: 기술문서 심사 등) 10,000천원 이내/건 IP&D 전략지원 ㅇ 기술개발(R&D) 관련 지식재산권 획득을 위한 특허 출원 및 등록 지원 - 특허출원 || 1000.0만원/support_amount: 특허로드맵 수립지원 등 10,000천원 이내/건 디지털지원 및 제품고급화 ㅇ 비즈니스 모델 혁신 및 제품의 시장 경쟁력 제고를 위한 고부가가치화 지원 - 디지털 지원 (디지털 플랫폼 || 1000.0만원/support_amount: 브랜드 가치 제고 등) 10,000천원 이내/건 R&D 사전기획 ㅇ 우수한 기술(연구)의 국가R&D 참여를 위한 사전 기획 지원 - 기술 로드맵 || 3000.0만원/support_amount: 제품 성능 개선 등 30,000천원 이내/건 전시회 참가 지원 ㅇ 기술개발(R&D) 관련 국내외 시장 판로개척 지원",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123504
PBLN_000000000123512,[경북] 2026년 지역 연계 미드폼 제작지원 사업 공고(경북콘텐츠코리아랩 운영사업),경상북도,large_delta_needs_check,기존값과 큰 차이,기존값과 새 후보 차이가 커 확인 필요,,2,,,,"18800.0만원/support_amount: 각 편의 주요 내용 및 전개가 포함되도록 작성 氠瑢 慤桥 지역 연계 미드폼 제작지원 지원금 활용계획서 [서식 3] 지원금 활용계획서 氠瑢 총 지원금 188,000,000원 氠瑢 비목 세목 세세목 비율 집 행 목 적 산 출 내 역 금액(원) 인건비 보수 보수 7 || 1000.0만원/support_amount: 지원금 총액이 10백만원 미만인 사업 4",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123512
PBLN_000000000123520,[제주] 2026년 2차 지역기업 성장사다리 지원사업 공고,중소벤처기업부,support_vs_self_funding_split_needed,표에서 지원금/자부담 분리 필요,표에서 지원금/자부담/소요금액 분리가 필요,,3,,,,"5000.0만원/support_amount: 기업당최대총50,000천원규모안에지원프로그램중복신청가능 || 4000.0만원/support_amount: 지원금의 10% 이상 기업부담금 설정 ◦ (지원대상) 제주스타기업 9개사 또는 예비선도기업(신규)지원프로그램지원대상대상자격기업수기업당 지원금액지역스타기업지원제주지역스타기업제주스타기업 (`22년 지정기업 9개사)2개사 내외40백만원 이내예비선도기업지원예비선도기업전년도 매출액 60억 이상1개사 내외 || 600000.0만원/support_amount: 지원금의 10% 이상 기업부담금 설정 ◦ (지원대상) 제주스타기업 9개사 또는 예비선도기업(신규)지원프로그램지원대상대상자격기업수기업당 지원금액지역스타기업지원제주지역스타기업제주스타기업 (`22년 지정기업 9개사)2개사 내외40백만원 이내예비선도기업지원예비선도기업전년도 매출액 60억 이상1개사 내외",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123520
PBLN_000000000123549,[경기] 용인시 제2차 반도체기업 기술보호 지원사업 모집 공고,경기도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,4,,,,2000.0만원/support_amount: 2천만 원 이상 사업에 추가 지원 불가 (빨간색 표기) ex) A사업 선정(지원금 2천만원) → B사업(지원금 3천만원) 신청 불가 || 2000.0만원/support_amount: 2천만 원 이상 사업에 추가 지원 불가 (빨간색 표기) ex) A사업 선정(지원금 2천만원) → B사업(지원금 3천만원) 신청 불가 || 3000.0만원/support_amount: 2천만 원 이상 사업에 추가 지원 불가 (빨간색 표기) ex) A사업 선정(지원금 2천만원) → B사업(지원금 3천만원) 신청 불가 || 500.0만원/support_amount: C사업(지원금 5백만원) 신청 가능 - 당해연도 기준 동일 사업에 1회만 수혜 가능 ex) 상반기 A사업 선정 → 하반기 A사업 신청 불가,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123549
PBLN_000000000123622,[전북] 2026년 전주1인창조기업지원센터 선택형 지원사업 공고,전북특별자치도,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,8,,,,"500.0만원/support_amount: 졸업기업은 [지식재산권획득] 분야만 신청 가능 ☞ 총 11개 과제 내외 사업화 지원금 입주기업 당 최대 5백만원 - 졸업기업 [지식재산권획득] 분야 최대 1백만원 || 100.0만원/support_amount: 졸업기업은 [지식재산권획득] 분야만 신청 가능 ☞ 총 11개 과제 내외 사업화 지원금 입주기업 당 최대 5백만원 - 졸업기업 [지식재산권획득] 분야 최대 1백만원 || 400.0만원/support_amount: 00 홈페이지 신청 내용 시제품제작(최대 4백만원) 牭景 신규 시제품 제작 牭景 기존 제품 고도화 제작 마케팅지원(최대 4백만원) 牭景 CI || 400.0만원/support_amount: 00 홈페이지 신청 내용 시제품제작(최대 4백만원) 牭景 신규 시제품 제작 牭景 기존 제품 고도화 제작 마케팅지원(최대 4백만원) 牭景 CI || 500.0만원/support_amount: 자진퇴거기업(2년 미만 입주 후 퇴실한 자)〇지 원 규 모:총 11개 과제(기업) 내외(신청 및 선정상황 따라 변동될 수 있음)〇지 원 금 액 :사업화 지원금 입주기업 당 최대 5백만원 (VAT제외)- 졸업기업 [지식재산권획득] 분야 최대 1백만원 (VAT제외) || 100.0만원/support_amount: 자진퇴거기업(2년 미만 입주 후 퇴실한 자)〇지 원 규 모:총 11개 과제(기업) 내외(신청 및 선정상황 따라 변동될 수 있음)〇지 원 금 액 :사업화 지원금 입주기업 당 최대 5백만원 (VAT제외)- 졸업기업 [지식재산권획득] 분야 최대 1백만원 (VAT제외) || 500.0만원/support_amount: 지원총액 : 기업 당 최대 5백만원 이내 || 400.0만원/support_amount: 발표평가 결과 및 사업비 타당성 검토를 통해 지원금이 조정될 수 있음지원분야지원범위기업별 지원한도선정방법지원대상시제품제작-신규 시제품 제작 과제당 4,000천원 이내(VAT제외)서류+발표평가입주기업-기존 제품 고도화 제작마케팅지원-CI",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123622
PBLN_000000000123644,[전북] 2026년 3차 데이터 활용기업 맞춤형 지원사업 수요기업 모집 연장 공고,전북특별자치도,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,기업당/과제당/업체당/건당 한도 문맥이 명확,,2,600.0,support_amount,1인 창조기업 ☞ 데이터 활용이 필요한 도내 기업 대상 새로운 서비스ㆍ제품 개발을 위한 데이터 구매 비용 지원(기업당 6백만원 이내),600.0만원/support_amount: 1인 창조기업 ☞ 데이터 활용이 필요한 도내 기업 대상 새로운 서비스ㆍ제품 개발을 위한 데이터 구매 비용 지원(기업당 6백만원 이내) || 10000.0만원/subsidy: 부정한 방법으로 보조금을 지원 받은 경우 10년 이하의 징역 또는 1억원 이하의 벌금이 부과될 수 있음 ❍ 부정사용금액을 포함하여 별도 제재부가금이 부과될 수 있으며,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123644
PBLN_000000000123659,[경북] 2026년 3차 지역기업 성장사다리 지원사업 통합 추가 공고,중소벤처기업부,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,2,,,,"1500.0만원/support_amount: R&D연계기업(최대 15,000천원) 지원 - 기술혁신 || 1500.0만원/support_amount: 추가로선택한프로그램의지원금합이1,500만원이내여야합니다",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123659
PBLN_000000000123662,[전북] 2026년 게임기업 컨설팅 지원사업 신청 게임기업(예비창업자) 모집 공고,전북특별자치도,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,1,,,,60000.0만원/subsidy: 2년간 보조금(지원금)의 총 금액이 6억 원을 초과한 경우 가,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123662
PBLN_000000000123720,[부산] 2026년 콘텐츠코리아 랩 미드폼 영상콘텐츠 제작지원 사업 모집 공고,부산광역시,gemini_second_review,Gemini 2차 검수 대상,"규칙으로 대표금액 확정 불가, Gemini 2차 검수 대상",,2,,,,"0.0만원/subsidy: 진출 플랫폼 등 상세히 기재 신청사업비 00,000천원(국비100%) 본인은 부산정보산업진흥원에서 시행하는 ‘2026 부산 콘텐츠코리아랩 미드폼 영상콘텐츠 제작지원 사업 공고문’을 충분히 숙지하였으 || 5000.0만원/support_amount: 지원금 5,000만원 이하인 과제는 과제 수에서 제외 牭景 그렇다 牭景 아니다 2 ㅇ 신청일 현재 동일한 과제로(과제 목표와 산출물이 동일한 경우) 진흥원 및 타",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123720
PBLN_000000000123766,[충북] 2026년 스마트공장 구축 자부담금 지원사업 수혜기업 모집 공고,충청북도,support_vs_self_funding_split_needed,표에서 지원금/자부담 분리 필요,표에서 지원금/자부담/소요금액 분리가 필요,,4,,,,4000.0만원/support_amount: 최대 40백만원 자부담금 지원 - 정부형 스마트공장 구축사업 - 지역특화형(레전드 50+ || 2000.0만원/support_amount: 최대 20백만원 자부담금 지원 - ① ~ ②에서 명시된 사업 외 ‘2026년 스마트 제조혁신 지원사업 통합공고’에 포함된 스마트공장 구축 사업 : 부처협업형 || 4000.0만원/support_amount: 최대 40백만원 자부담금 지원 - 정부형 스마트공장 구축사업 - 지역특화형(레전드 50+ || 2000.0만원/support_amount: 최대 20백만원 자부담금 지원 - ① ~ ②에서 명시된 사업 외 ‘2026년 스마트 제조혁신 지원사업 통합공고’에 포함된 스마트공장 구축 사업 : 부처협업형,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123766
PBLN_000000000123782,[충남] 2026년 콘텐츠코리아랩 미드폼 영상콘텐츠 제작 지원사업 모집 공고,충청남도,consortium_or_period_ambiguous,컨소시엄/기간/합계 기준 애매,컨소시엄/기간/합계 기준이 섞여 기업 대표금액 확정 불가,,4,,,,"4500.0만원/support_amount: 최종 선정팀은 협약 종료 시점까지 충청남도 내 사업장(본사)을 유지하여야 함 ② 국세 및 지방세 체납 사실이 없는 자 ③ 정부지원사업 참여제한 등의 제재조치를 받고 있지 않은 자 ☞ 공포 장르 과제당 4,500만원 || 4250.0만원/support_amount: 자유 장르 과제당 4,250만원 지원 || 2000.0만원/support_amount: 신청일 현재 당해연도 충남콘텐츠진흥원 지원사업에서 지원금을 직접 교부받아 완료하였거나 수행 중인 과제가 총 3개 이하이다(단 2,000만원 이하 과제는 제외) 또는 당해연도 지원받은 누적 금액과 금번 신규 신청금액의 합계가 5억 원 이하이다 || 50000.0만원/support_amount: 000만원 이하 과제는 제외) 또는 당해연도 지원받은 누적 금액과 금번 신규 신청금액의 합계가 5억 원 이하이다",,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123782
SMARTFACTORY:2025-N-0202:2,2026년 디지털협업공장 구축 지원사업 컨소시엄 모집공고,스마트공장 사업관리시스템,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,14,,,,"20000.0만원/support_amount: 접수기간선정평가협약’25년 12월 8일 ~ ’26년 1월 7일’26년 1~3월’26년 4월 ~ 구 분 사업공고 주요변경사항2025년도 2026년도지원한도(고도화) 최대 2억원 || 20000.0만원/support_amount: 년도 2026년도지원한도(고도화) 최대 2억원, (동일수준) 최대 0.5억원최대 2억원 이내(단, 목표수준별 2회, 2.5억원 한도) 1. 사업 개요□사업개요◦(사업목 || 25000.0만원/support_amount: 대 2억원, (동일수준) 최대 0.5억원최대 2억원 이내(단, 목표수준별 2회, 2.5억원 한도) 1. 사업 개요□사업개요◦(사업목적)개별공장의스마트화지원을넘어스마트공장간 || 20000.0만원/support_amount: 업)목표수준별총2.5억원내에서2회(1회차고도화→2회차동일수준)까지지원하되,회당최대2억원한도,지원비율50%이내에서지원 * 예시 : 26년(목표수준 중간1, 고도화) 1. || 5000.0만원/support_amount: 기존처럼최대0.5억원지원(동일수준지원은목표수준별1회만가능)구 분‘26년 지원한도지원기간지원비율구축목표수준개별 스마트공장 + 공동 || 5000.0만원/support_amount: 협약 이후 확인된 경우라도 절차와 관계없이 평가 제외 및 협약해약 처리 - 17 - 참고1 26년도 사업 신청 예시별 지원 조건신청 예시지원한도‘26년 사업목표수준∘ ‘25년 이전 고도화 목표(중간1) 달성한 기업이 중간1 동일수준 목표로 지원할 경우 최대 0.5억원중간1(동일수준)∘ 최초신청 기업 최대 2억원중간1 또는중간2(고도화)∘ 기초수준 구축기업최대 2억원중간1 또는중간2(고도화)∘ || 20000.0만원/support_amount: 5억원중간1(동일수준)∘ 최초신청 기업 최대 2억원중간1 또는중간2(고도화)∘ 기초수준 구축기업최대 2억원중간1 또는중간2(고도화)∘ ‘25년 이전 중간1을 지원받아 목표달성한 기업이 중간2를 || 20000.0만원/support_amount: 5억원중간1(동일수준)∘ 최초신청 기업 최대 2억원중간1 또는중간2(고도화)∘ 기초수준 구축기업최대 2억원중간1 또는중간2(고도화)∘ ‘25년 이전 중간1을 지원받아 목표달성한 기업이 중간2를 목표로 하는 경우 최대 2억원중간2(고도화)∘ 과거 정부",,,,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0202&pbancSn=2
SMARTFACTORY:2025-N-0203:1,2026년도 자율형공장 구축 지원사업(컨소시엄신청),스마트공장 사업관리시스템,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,8,,,,2000.0만원/support_amount: 운영 상근 인력 5명 이상 기획기관 선정 요건통과 기관에 대해 기획기관pool 구성 및 운영 요건검토 및 수행능력평가를 거쳐 기획기관 선정 및 기획기관 Pool 구성(지역TP 기본 지정) 기획지원 과제기획 후 현장평가 결과에 따라 과제당 최대 20백만원 차등 지급 기획지원 후 최종선정에 따른 협약체결 결과에 따라 과제당 최대 20백만원 차등 지급 성능지표 (공정혁신지표) 6개 중 2개 이상  || 2000.0만원/support_amount: 운영 상근 인력 5명 이상 기획기관 선정 요건통과 기관에 대해 기획기관pool 구성 및 운영 요건검토 및 수행능력평가를 거쳐 기획기관 선정 및 기획기관 Pool 구성(지역TP 기본 지정) 기획지원 과제기획 후 현장평가 결과에 따라 과제당 최대 20백만원 차등 지급 기획지원 후 최종선정에 따른 협약체결 결과에 따라 과제당 최대 20백만원 차등 지급 성능지표 (공정혁신지표) 6개 중 2개 이상  || 30000.0만원/support_amount: 연 3억원 이내) 지원유형 지원기간 지원한도 지원비율 구축목표수준 * 고도화 최대 2년 연 3억(2년 6억) 50% 이내 중간1 이상 * 구축목표 수준은 || 30000.0만원/support_amount: 연 3억원 이내) 지원유형 지원기간 지원한도 지원비율 구축목표수준 * 고도화 최대 2년 연 3억(2년 6억) 50% 이내 중간1 이상 * 구축목표 수준은 KS X 9001-1(스마트공장 기본개념과 구조) 표준 기준 ** AI(인공지능) || 60000.0만원/support_amount: 연 3억원 이내) 지원유형 지원기간 지원한도 지원비율 구축목표수준 * 고도화 최대 2년 연 3억(2년 6억) 50% 이내 중간1 이상 * 구축목표 수준은 KS X 9001-1(스마트공장 기본개념과 구조) 표준 기준 ** AI(인공지능) || 1000.0만원/support_amount: 운영 □ 기획기관 역할 ◦ (공급기업 매칭 및 기획지원) 기업 요구사항에 적합한 공급기업 매칭 및 공정설계 및 전략 수립 등 과제기획 지원 * 기획지원 후 사업계획서 제출 시 기획기관에 과제당 10백만원 지급 최종선정 후 지원과제 협약체결 완료 시 과제당 10백만원 추가 지급 도입기업의 자율화 공정구축을 위한 설비 || 1000.0만원/support_amount: 운영 □ 기획기관 역할 ◦ (공급기업 매칭 및 기획지원) 기업 요구사항에 적합한 공급기업 매칭 및 공정설계 및 전략 수립 등 과제기획 지원 * 기획지원 후 사업계획서 제출 시 기획기관에 과제당 10백만원 지급 최종선정 후 지원과제 협약체결 완료 시 과제당 10백만원 추가 지급 도입기업의 자율화 공정구축을 위한 설비 || 1000.0만원/support_amount: 공급기업 매칭 및 사업계획 등 수행 기획지원 후 사업계획서 제출 시 기획기관에 과제당 10백만원 지급 최종선정 후 지원과제 협약체결 완료 시 과제당 10백만원 추가 지급 과제관리 최종 선정과제는 기획기관을 통해 자율형공장 구축과정 동안 주,,,,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0203&pbancSn=1
