policy_id,title,organization,subtype,recommended_action,reason,fetch_status,source_kind,detail_text_length,attachment_text_length,raw_candidate_count,decision_reasons_ko,fetch_error,url
PBLN_000000000123719,2026년 3차 품질보증조달물품 지정계획 공고,조달청,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,2079,4397,0,금액 후보 자체를 찾지 못함,1. 2026년 품질보증조달물품 지정계획 공고(3차).hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/1.%202026%EB%85%84%20%ED%92%88%EC%A7%88%EB%B3%B4%EC%A6%9D%EC%A1%B0%EB%8B%AC%EB%AC%BC%ED%92%88%20%EC%A7%80%EC%A0%95%EA%B3%84%ED%9A%8D%20%EA%B3%B5%EA%B3%A0(3%EC%B0%A8).hwpx / 202606291352000849.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606291352000849.h,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123719
SMARTFACTORY:2026-N-0077:1,[대구] AI솔루션 실증 지원(단일 실증),스마트공장 사업관리시스템,detail_text_no_amount,상세 본문 규칙 재검토,상세 본문은 있으나 금액 후보가 없음,fetched,url,220,0,0,금액 후보 자체를 찾지 못함,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0077&pbancSn=1
SMARTFACTORY:2026-N-0110:2,[현대자동차그룹]2026 대중소상생형 스마트공장 구축(고도화 동일),스마트공장 사업관리시스템,support_type_filter_excluded,지원분류 필터 재검토,금액 후보는 있으나 지원 후보 타입으로 남지 않음,fetched,url,593,7448,15,금액 후보는 있으나 대표금액을 선택하지 못함,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0110&pbancSn=2
SMARTFACTORY:2026-N-0110:4,[현대자동차그룹]2026 대중소상생형 스마트공장 구축(고도화1),스마트공장 사업관리시스템,support_type_filter_excluded,지원분류 필터 재검토,금액 후보는 있으나 지원 후보 타입으로 남지 않음,fetched,url,593,7448,15,금액 후보는 있으나 대표금액을 선택하지 못함,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0110&pbancSn=4
SMARTFACTORY:2026-N-0110:5,[현대자동차그룹]2026 대중소상생형 스마트공장 구축(기초),스마트공장 사업관리시스템,support_type_filter_excluded,지원분류 필터 재검토,금액 후보는 있으나 지원 후보 타입으로 남지 않음,fetched,url,593,7448,15,금액 후보는 있으나 대표금액을 선택하지 못함,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0110&pbancSn=5
SMARTFACTORY:2026-N-0112:1,2026년 전북형 스마트 제조혁신 프로젝트 추가모집 (JS1-일반과제),스마트공장 사업관리시스템,support_type_filter_excluded,지원분류 필터 재검토,금액 후보는 있으나 지원 후보 타입으로 남지 않음,fetched,url,293,43173,22,금액 후보는 있으나 대표금액을 선택하지 못함,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0112&pbancSn=1
SMARTFACTORY:2026-N-0112:2,2026년 전북형 스마트 제조혁신 프로젝트 추가모집 (JS1-간편자동화과제),스마트공장 사업관리시스템,support_type_filter_excluded,지원분류 필터 재검토,금액 후보는 있으나 지원 후보 타입으로 남지 않음,fetched,url,293,43173,22,금액 후보는 있으나 대표금액을 선택하지 못함,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0112&pbancSn=2
TECHNOPARK:1558,2026 패패부산(부산국제신발섬유패션전시회) 참가기업 모집공고,부산테크노파크,detail_text_no_amount,상세 본문 규칙 재검토,상세 본문은 있으나 금액 후보가 없음,fetched,url,2647,0,0,금액 후보 자체를 찾지 못함,Application form_BISS 2026.docx: invalid response / (공고문)2026 패패부산(부산국제신발섬유패션전시회) 참여기업 모집공고.hwp: invalid response / 참가신청서(국문).hwp: invalid response,https://www.btp.or.kr/kor/CMS/Board/Board.do?mCode=MN013&mode=view&mgr_seq=16&board_seq=9582070
TECHNOPARK:1559,2026년 부산 연구개발장비 공동활용 지원사업 모집 공고(2차),부산테크노파크,detail_text_no_amount,상세 본문 규칙 재검토,상세 본문은 있으나 금액 후보가 없음,fetched,url,2542,0,0,금액 후보 자체를 찾지 못함,[첨부1] 공동활용 연구장비 목록 (수수료 및 문의처).pdf: invalid response / 2026년 연구개발장비 공동활용 지원사업_2차공고(최종).hwpx: invalid response / downloadRun.do: invalid response,https://www.btp.or.kr/kor/CMS/Board/Board.do?mCode=MN013&mode=view&mgr_seq=16&board_seq=9582071
TECHNOPARK:1749,「2026년 지역특화 제조데이터 활성화 사업」AI솔루션 실증 참여기업 모집 2차 공고,대구테크노파크,url_retry_or_new_source,URL 재조회 또는 새 원문 확보,원문 조회 실패/URL 없음/본문 비어 있음,fetch_failed,url,0,0,0,원문 URL/API 조회 실패 | 금액 후보 자체를 찾지 못함,"HTTPSConnectionPool(host='dgtp.or.kr', port=443): Max retries exceeded with url: /bbs/BoardControllView.do?bbsId=BBSMSTR_000000000003&nttId=15579 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1007)')))",https://dgtp.or.kr/bbs/BoardControllView.do?bbsId=BBSMSTR_000000000003&nttId=15579
TECHNOPARK:1770,[2026-037호] 2026년도 세종 규제자유특구 수요조사 재공고(3차),세종테크노파크,support_type_filter_excluded,지원분류 필터 재검토,금액 후보는 있으나 지원 후보 타입으로 남지 않음,fetched,url,7126,23133,2,금액 후보는 있으나 대표금액을 선택하지 못함,,https://www.sjtp.or.kr/bbs/board.php?bo_table=business01&wr_id=1982
TECHNOPARK:1792,2026년 수출디딤돌지원사업 「2026 중국 상하이 시장개척단」참가기업 모집 공고,충남테크노파크,support_type_filter_excluded,지원분류 필터 재검토,금액 후보는 있으나 지원 후보 타입으로 남지 않음,fetched,url,1956,10381,1,금액 후보는 있으나 대표금액을 선택하지 못함,,https://www.ctp.or.kr/business/datadetail.do?seq=2709312
TECHNOPARK:1868,『고성능 전기차용 전동화시스템 성능평가 기반구축』 2026년도 기업지원 통합 모집 공고,충남테크노파크,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,1865,9387,0,금액 후보 자체를 찾지 못함,,https://www.ctp.or.kr/business/datadetail.do?seq=2709315
TECHNOPARK:539,전북AX랩 활용 희망기업 모집 상시공고,전북테크노파크,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,1808,1384,0,금액 후보 자체를 찾지 못함,,https://www.jbtp.or.kr/board/view.jbtp?menuCd=DOM_000000102001000000&boardId=BBS_0000006&dataSid=20151
TECHNOPARK:694,정보보호 기업 육성을 위한 지원사업 참여기업 추가모집(창업·벤처 기업),경남테크노파크,url_retry_or_new_source,URL 재조회 또는 새 원문 확보,원문 조회 실패/URL 없음/본문 비어 있음,fetched_empty,url,0,0,0,원문 조회는 됐지만 본문이 비어 있음 | 금액 후보 자체를 찾지 못함,,http://www.gntp.or.kr/biz/applyInfo/3744
TECHNOPARK:946,「2026 제12회 한국 AI 신발디자인 공모전」후원사 모집,부산테크노파크,detail_text_no_amount,상세 본문 규칙 재검토,상세 본문은 있으나 금액 후보가 없음,fetched,url,2786,0,0,금액 후보 자체를 찾지 못함,[공고] 2026 한국 AI 신발디자인 공모전 후원사 모집.hwp: invalid response,https://www.btp.or.kr/kor/CMS/Board/Board.do?mCode=MN013&mode=view&mgr_seq=16&board_seq=9581974
TECHNOPARK:964,[2026-047호] 2026년 디지털 콘텐츠 산업 규제개혁 어드바이저 참여기업 모집 공고,세종테크노파크,attachment_ocr_or_table_review,첨부 표/OCR 재파싱,첨부 텍스트는 있으나 금액 후보가 없음,fetched,url,7084,4774,0,금액 후보 자체를 찾지 못함,,https://www.sjtp.or.kr/bbs/board.php?bo_table=business01&wr_id=1972
