policy_id,title,organization,payload_source,raw_candidate_count,support_candidate_count,excluded_candidate_count,selected_amount_manwon,max_amount_numeric_manwon,max_amount_type,roi_apply_method,support_ratio,status,support_candidate_summary,excluded_type_summary,decision,decision_reasons,url
PBLN_000000000123043,2026년 1인 중증장애인기업 업무지원인 서비스 지원사업 의사소통형ㆍ경영지도형 지원대상자 모집 공고,중소벤처기업부,amount_update_ready,5,4,1,300.0,300.0,support_amount,subtract,0.95,확정,300.0만원/support_amount/subtract: ☞ 아래 조건을 모두 충족하는 장애인 기업 - 장애정도가 심한 장애인(중증장애인) - 장애인기업 확인서가 발급되었으며 기한이 유효한 장애인기업 - 신청자(장애인 대표)가 대표자로 있는 모든 사업장에 상시 근로자가 없는 1인 장애인기업(신청일 제출 전일 기준) ☞ 의사소통형ㆍ경영지도형 직무 전문가 수행 비용(최대 300만원 || 300.0만원/support_amount/subtract: 전문업체를 통해 희망하시는 서비스를 제공받는 전체 비용에 대해 공급가액 95%(부가세 제외)를 최대 300만원 한도 내에서 지원 드립니다 || 300.0만원/support_amount/subtract: 속기 등 의사소통을 지원하기 위한 전문 서비스 전문 서비스 이용금액내 공급가액 95% 지원(최대 300만원)경영지도형공공조달 || 300.0만원/support_amount/subtract: 지원내용 및 한도 ◦지원내용 :의사소통ž경영지도형 용역 인건비 공급가액 95%지원 ◦지원한도 :최대 300만원 한도(초과 금액은 자부담) ◦지원단가(의사소통형) 구분단가기준지원단가비고문자통역(속기) 1인 1시간최대 100,unknown:100.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123043
PBLN_000000000123053,2026년 2차 경북 영천시 금호 이웃사촌마을 조성사업 청년창업 및 이전기업 지원사업 참여기업(이전기업) 모집 공고,경상북도,amount_update_ready,13,8,5,20000.0,20000.0,support_amount,subtract,0.2,확정,"5000.0만원/support_amount/subtract: 임직원 등 영천시 전입 가능 기업(지원금 5천만원 당 1명 이전 필수) - 협약 기간 중 영천시 금호읍 내 공장 설립 및 등록 가능 기업 || 5000.0만원/support_amount/subtract: 유지 및 지역 기여도(금호 삼삼오오이웃대잔치 참여) - (필수) 필수성과지표 포함 최소 6건 이상 작성 - (필수) 지원금 5천만 원당 1명 주소이전 및 유지 필수 || 20000.0만원/support_amount/subtract: (예시) 지원금 2억 원 신청 시 || 5000.0만원/support_amount/subtract: 임직원 등 영천시 전입 가능 기업(지원금 5천만원 당 1명 이전 필수)- 협약 기간 중 영천시 금호읍 내 공장 설립 및 등록 가능 기업 || 5000.0만원/support_amount/subtract: 지원금 5천만원 당 1명 영천시로 주소이전(가족 및 임직원 등) 및 3년 유지 필수 4) 협약 기간 중 ‘영천시 금호읍’ 내 공장 설립 및 등록이 가능한 기업 || 20000.0만원/support_amount/subtract: 구축(임차) 및 신제품개발 또는 제품고도화 등 자금 지원(단년도 최대 200,000천원 || ... 후보 2개 추가",total_project_cost:22000.0 | self_funding:22000.0 | total_project_cost:150.0 | self_funding:20000.0 | self_funding:2000.0,needs_review,large_amount_delta,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123053
PBLN_000000000123074,[경남] 2026년 산업안전 AI 스마트공장 구축 지원사업 공고,경상남도,amount_update_ready,14,5,9,20000.0,20000.0,support_amount,subtract,0.35,확정,"20000.0만원/support_amount/subtract: 양산(시군비 매칭이 된 지역만 가능) ◦ (지원 조건) - 지원기간 내 AI공장 구축이 가능한 기업은 도입 예정인 ’AI기능‘과 ’적용 공정‘을 선택하여(붙임1 참조) 최대 2억원 내에서 구축 지원 氠瑢 구축목표수준 || 28000.0만원/support_amount/subtract: 자부담 30% 지원금 최대 2.8억원 이내 (도비1 || 14000.0만원/support_amount/subtract: 도비 35%, 시군비 35%, 자부담 30% 지원금 최대 2.8억원 이내 (도비1.4억원, 시군비 1.4억원) 최대 9개월 이내 ※ 구축목표수준은 KS X 9001-1( || 100.0만원/education_fee/recommend_only: 완료보고서 제출 시 수료증 첨부 - 집합교육으로 비용 발생(사업계획서에 교육비 100만원 계상) * 교육 상세내용 및 일정은 협약 체결 후 추진기관‧운영기관에서 별도 안내 예정 □ 기타 사항 ◦ 본 사업의 공고 이외의 사항은 202 || None만원/support_ratio/ratio_cap: [경남] 2026년 산업안전 AI 스마트공장 구축 지원사업 공고 경상남도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용",unknown:40000.0 | unknown:14000.0 | unknown:5000.0 | unknown:20000.0 | unknown:40000.0 | unknown:40000.0 | self_funding:100.0 | self_funding:45.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123074
PBLN_000000000123103,[전남광주] 로컬콘텐츠 기반 문화상품 개발 컨소시엄(공방&디자인기업) 모집 공고,전남광주통합특별시,amount_update_ready,3,2,1,800.0,800.0,support_amount,subtract,,확정,10.0만원/support_amount/subtract: 지역 고유 웰니스 자원 등을 활용한 소비자가 10만원 이하의 문화상품 개발 및 마케팅 지원 - 상품기획(디자인개발) || 800.0만원/support_amount/subtract: 지식재산권 출원 등 - (상품개발) 과제당 8000천원 - (마케팅) 제품촬영 및 상세페이지 제작 등 온라인 판로를 위한 마케팅 지원 사업신청 방법 이메일 접수(yujeong@gdc,total_project_cost:1000.0,needs_review,large_amount_delta,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123103
PBLN_000000000123109,[전남광주] 장성군 2026년 2차 스마트기계전자산업 활성화 지원사업 참여기업 모집 공고(시군구연고산업육성사업),중소벤처기업부,amount_update_ready,17,7,10,4000.0,4000.0,support_amount,subtract,1.0,확정,"4000.0만원/support_amount/subtract: 판로개척 등) - 기업당 최대 4천만원 이내(지원프로그램별 복수 지원 가능) - (혁신화&성장촉진) 신규사업 발굴 기획지원 || 4000.0만원/support_amount/subtract: 기업당 최대 4천만원 이내(지원프로그램별 복수 지원 가능)신청접수 || 20000.0만원/total_support_scale/review: 지원필요성 및 타당성 등을 평가해 최종 선정(대면발표평가) - 2 -  지원개요◦(지원규모) 총 약 2억원◦(지원프로그램)시제품제작 등 7개 프로그램 패키지 형태 지원◦(지원내용)장성군 소재 기계전자산업 || 4000.0만원/support_amount/subtract: 명최대지원금(천원) 비고패키지지원신규사업발굴 기획지원10,000/건기업지원 최대 4천만원,10% 이상 기업 자부담** (자부담) 최근 매출액 기준, 10억원 미만 5% || 100000.0만원/consulting_fee/recommend_only: 업지원 최대 4천만원,10% 이상 기업 자부담** (자부담) 최근 매출액 기준, 10억원 미만 5% 이상, 10억원 이상 10% 이상전문가 경영컨설팅3,000/건사업화기 || 100000.0만원/consulting_fee/recommend_only: 10억원 이상 10% 이상전문가 경영컨설팅3 || ... 후보 1개 추가",unknown:1000.0 | unknown:4000.0 | revenue_condition:100000.0 | revenue_condition:4000.0 | self_funding:200.0 | total_project_cost:4200.0 | revenue_condition:100000.0 | revenue_condition:4000.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123109
PBLN_000000000123112,[전남광주] 화순군 2026년 2차 바이오산업 활성화 지원사업 참여기업 모집 공고(시군구연고산업육성사업),전남광주통합특별시,amount_update_ready,25,13,12,5000.0,5000.0,support_amount,subtract,1.0,확정,"5000.0만원/support_amount/subtract: 외국인 인력채용 지원 - 기업당 최대 5천만원 이내(지원프로그램별 복수 지원 가능) || 5000.0만원/support_amount/subtract: 기업당 최대 5천만원 이내(지원프로그램별 복수 지원 가능)신청접수 || 31500.0만원/total_support_scale/review: 미생물)분야 전후방 연관 기업◦(지원규모) 총 약 3.15억원◦(지원프로그램 및 내용)4개 분야 || 5000.0만원/consulting_fee/recommend_only: 해당 프로그램 신청시 패키지 추가 지원 가능(최대 5천만원) (재)전남테크노파크패키지 지원 기술지도 및 컨설팅 || 4000.0만원/support_amount/subtract: 해당 프로그램 신청시 패키지 추가 지원 가능(최대 4천만원) 외국인 인력채용외국인 인력채용 프로그램 || 100.0만원/support_amount/subtract: (화순사랑상품권) 지급(지역특화형 비자 신청 및 발급 외국인 대상, 기업당 최대 100만원) ※ 해당 프로그램 신청시 패키지 추가 지원 가능(최대 5천만원) - 3 - ◦ || ... 후보 7개 추가",unknown:1000.0 | unknown:4000.0 | revenue_condition:100000.0 | revenue_condition:100000.0 | revenue_condition:4000.0 | self_funding:200.0 | total_project_cost:4200.0 | revenue_condition:100000.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123112
PBLN_000000000123119,2026년 바이오프린팅 활용 첨단바이오 활성화 지원사업(시설ㆍ장비 활용) 수혜기업 모집 공고,경상북도,json_only_review,8,2,6,,,unknown,review,0.1,후보 검수 필요,1500.0만원/equipment_usage_fee/recommend_only: 개인 또는 법인사업자이며 주사업장(사업자등록증상)이 국내에 주소를 두어야 함 ☞ 바이오프린팅 인공장기 상용화지원센터 시설 및 장비 활용 지원(실비 지급) - 시설 : 바이오프린팅 인공장기 상용화지원센터 시설료(최대 15백만원/개소) - 장비 : 바이오프린팅 인공장기 상용화지원센터 장비 사용료(총사업비 내 || None만원/support_ratio/ratio_cap: 2026년 바이오프린팅 활용 첨단바이오 활성화 지원사업(시설ㆍ장비 활용) 수혜기업 모집 공고 경상북도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시,total_project_cost:1500.0 | total_project_cost:3000.0 | total_project_cost:3000.0 | total_project_cost:1500.0 | total_project_cost:3000.0 | total_project_cost:3000.0,needs_review,selected_candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123119
PBLN_000000000123130,2026년 K-온디바이스 AI반도체 기술개발사업 신규 지원대상 연구개발과제 공고,산업통상부,json_only_review,12,1,11,,,unknown,review,1.0,후보 검수 필요,None만원/support_ratio/ratio_cap: 2026년 K-온디바이스 AI반도체 기술개발사업 신규 지원대상 연구개발과제 공고 산업통상부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기,unknown:50000.0 | unknown:50000.0 | unknown:138000.0 | unknown:38000.0 | unknown:38000.0 | unknown:50000.0 | unknown:88000.0 | unknown:50000.0,needs_review,selected_candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123130
PBLN_000000000123133,2026년 선도형 양자공정 오픈팹 인프라 구축 사업 지원기업 모집 공고,대전광역시,amount_update_ready,1,1,0,1200.0,1200.0,support_amount,subtract,0.1,확정,1200.0만원/total_support_scale/review: 지원함 ❑ 지원내용 ❑ 지원규모세부 사업지원규모지원건수기업부담금*양자전환 스타트업 기업지원지원기업별 12백만원 내외2개사 내외대전소재 이외의 기업일 경우 지원금의 10% 이상(대전소재 기업일 경우 제외) * 부가가치세 및 기업이 환급받는 금액에 대해서는,,needs_review,selected_candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123133
PBLN_000000000123147,2027년 식품소재 및 반가공산업 육성 사업자 선정계획 공고,농림축산식품부,json_only_review,9,1,8,,,unknown,review,0.8,후보 검수 필요,None만원/support_ratio/ratio_cap: 2027년 식품소재 및 반가공산업 육성 사업자 선정계획 공고 농림축산식품부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활,self_funding:10000.0 | self_funding:10000.0 | unknown:153600.0 | unknown:30700.0 | total_project_cost:122900.0 | total_project_cost:70000.0 | total_project_cost:21000.0 | total_project_cost:150000.0,needs_review,selected_candidate_missing,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123147
PBLN_000000000123148,2026년 2차 조선해양산업기술개발사업 신규지원 대상과제 공고,산업통상부,json_only_review,25,14,11,,,unknown,review,1.0,후보 검수 필요,100000.0만원/support_amount/subtract: 2단계: 4~5차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 10억원 이내 (총 정부지원연구개발비 90억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 비징수 품목번호 2026-2 || 900000.0만원/support_amount/subtract: 2단계: 4~5차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 10억원 이내 (총 정부지원연구개발비 90억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 비징수 품목번호 2026-2차-조선해양산업핵심-02 산업기술분류 || 100000.0만원/support_amount/subtract: 2단계: 4~5차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 10억원 이내 (총 정부지원연구개발비 85억원 이내) ㅇ 주관연구개발기관 : 중소 || 850000.0만원/support_amount/subtract: 2단계: 4~5차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 10억원 이내 (총 정부지원연구개발비 85억원 이내) ㅇ 주관연구개발기관 : 중소 || 200000.0만원/support_amount/subtract: 2~4차년도 : 각 12개월) ㅇ 정부지원연구개발비 : ’26년 20억원 이내 (총 정부지원연구개발비 200억원 이내) ㅇ 주관연구개발기관 : 기업 (조선소 참여 필수) ㅇ 정부납부기술료 납부대상 여부 : 징수 품목 || 2000000.0만원/support_amount/subtract: 2~4차년도 : 각 12개월) ㅇ 정부지원연구개발비 : ’26년 20억원 이내 (총 정부지원연구개발비 200억원 이내) ㅇ 주관연구개발기관 : 기업 (조선소 참여 필수) ㅇ 정부납부기술료 납부대상 여부 : 징수 품목번호 2026-2차-조선해양산업핵심-04 || ... 후보 8개 추가,unknown:50000.0 | unknown:50000.0 | unknown:138000.0 | unknown:38000.0 | unknown:38000.0 | unknown:50000.0 | unknown:88000.0 | unknown:50000.0,needs_review,large_amount_delta,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123148
PBLN_000000000123150,2026년 소공인 스마트제조지원(스마트공방)사업 추가 모집 공고,중소벤처기업부,amount_update_ready,15,2,13,3000.0,3000.0,subsidy,subtract,1.0,확정,"3000.0만원/fee/review: 변경된 운영지침에 따라 세목 별 사업비 변동이 있을 수 있음 √ [별첨13] 클러스터 운영기관 간접비 편성 예시(2025년 기준) 참고 √ 인건비는 전체 예산 30%초과 편성 불가 √ 사업비 총액 한도 : 3000만원(국비100%) 항 목 세목 합 계(원) 구성비 간접비 운영비 소모품비 % 업무추진비 % 지급수수료 % 임 || 3000.0만원/subsidy/subtract: 클러스터특성에맞는소(상)공인연계사업추진등 -(지원금액) 운영기관별최대3,000만원(국비100%) * 기관별 사업계획에 따라 지원금액 조정 가능 ** 단",unknown:1400000.0 | unknown:1200000.0 | unknown:800000.0 | unknown:150000.0 | total_project_cost:600.0 | self_funding:6000.0 | unknown:3600.0 | unknown:1200.0,needs_review,large_amount_delta,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123150
PBLN_000000000123154,2026년 3차 조선해양산업기술개발사업 신규지원 대상과제 공고,산업통상부,json_only_review,15,4,11,,,unknown,review,1.0,후보 검수 필요,297000.0만원/support_amount/subtract: 2단계: 5~7차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 29.7억원 이내 (총 정부지원연구개발비 421억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 징수 관리번호 2026-3 || 4210000.0만원/support_amount/subtract: 7억원 이내 (총 정부지원연구개발비 421억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 징수 관리번호 2026-3차-AI완전자율운항-02 산업기술분류 중 || 1585000.0만원/total_support_scale/review: 연구개발비 지원 규모 및 기간세부사업명(내역사업명) 조선해양산업기술개발(AI완전자율운항선박기술개발)공고예산158.5억원신규 지원 연구개발과제12개지원규모연구개발과제별 특성에 따라 달리함(지원대상 사업 및 과제(RFP || None만원/support_ratio/ratio_cap: 2026년 3차 조선해양산업기술개발사업 신규지원 대상과제 공고 산업통상부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용,unknown:50000.0 | unknown:50000.0 | unknown:138000.0 | unknown:38000.0 | unknown:38000.0 | unknown:50000.0 | unknown:88000.0 | unknown:50000.0,needs_review,large_amount_delta,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123154
PBLN_000000000123158,2026년 3차 친환경양식어업육성 사업대상자 모집 재공고(품종별산업화시설지원-친환경개체굴생산지원),해양수산부,json_only_review,18,6,12,,,unknown,review,0.5,후보 검수 필요,"100000.0만원/subsidy/subtract: ☞「양식산업발전법」 제10조에 의한 패류 양식업면허 또는「양식산업발전법」제43조에 의한 허가를 받아 경영 중인 어가 -「농어업경영체 육성 및 지원에 관한 법률」제4조에 따른 어업경영정보가 등록되어 있어야 함 ☞ 시설 당 국비기준 최대 1,000백만원 지원 - 폐기물 발생 및 부표 사용량을 저감할 수 있는 친환경 개체굴 공 || 100000.0만원/subsidy/subtract: 지원한도액 기준 및 범위 ㅇ 지원한도: 국비기준 개소당 1,000백만원 이내 - 지원한도액을 초과하는 경우에는 사업자의 자부담으로 하며 || 10000.0만원/subsidy/subtract: 검증보고서 (보조금 총액 1억원 이상/민간사업자에 한함) || 100000.0만원/subsidy/subtract: 회계감사 보고서 (보조금 총액 10억원 이상/민간사업자에 한함) * 검증보고서 및 회계감사보고서는 ｢주식회사 등의 외부감사에 관한 법률｣ 제2조 제7항 및 제9조에 따른 감사인으로부 || 350000.0만원/subsidy/subtract: 000백만원)*2차공모선정액을제외한국비잔여사업비3,500백만원한도내모집ㅇ지원한도:시설 당 국비기준 최대 1 || 100000.0만원/subsidy/subtract: 500백만원한도내모집ㅇ지원한도:시설 당 국비기준 최대 1,000백만원ㅇ지원조건-지자체 직접사업:국비 50%",unknown:5000.0 | unknown:5000.0 | unknown:5000.0 | unknown:50.0 | total_project_cost:800000.0 | unknown:400000.0 | self_funding:2000.0 | unknown:10000.0,needs_review,large_amount_delta,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123158
PBLN_000000000123165,[울산] 데이터 파이프라인 구축 사업 수혜기업 추가 모집 공고(지역주도형 AI 대전환),중소벤처기업부,amount_update_ready,11,7,4,5000.0,5000.0,support_amount,subtract,0.125,확정,5000.0만원/support_amount/subtract: 설비 예지보전 등 AX전환 수요가 있는 기업 - 공급기업 : AI기술을 보유하여 기술실증이력이 있는 기업(울산 내외) ☞ 제조 AI 컴퓨팅센터 자원을 활용한 제조데이터 기반 현장 설비 데이터 파이프라인 구축 및 지능형 솔루션 도입(기업당 최대 50백만원) 지원 사업신청 방법 이메일 접수 (dgkim0097@utp || 5000.0만원/support_amount/subtract: 활용할 수 있도록 지원 ◦ (사업 내용) - 제조 데이터 기술 활용 역량과 기업 현장 공정 문제 해결능력이 있는 AI솔루션 보유 공급기업과 AI 도입 수요가 있는 지역 내 중소 제조기업이 매칭된 컨소시엄을 지원하여 AI를 활용한 공정개선 및 실시간 데이터 수집 체계 구축 ◦ (지원 내용) - 제조 AI 컴퓨팅센터 자원을 || 3750.0만원/support_amount/subtract: 활용할 수 있도록 지원 ◦ (사업 내용) - 제조 데이터 기술 활용 역량과 기업 현장 공정 문제 해결능력이 있는 AI솔루션 보유 공급기업과 AI 도입 수요가 있는 지역 내 중소 제조기업이 매칭된 컨소시엄을 지원하여 AI를 활용한 공정개선 및 실시간 데이터 수집 체계 구축 ◦ (지원 내용) - 제조 AI 컴퓨팅센터 자원을 || 1250.0만원/support_amount/subtract: 공정 설비 및 엔지니어링 - 라인 데이터 수집에 필요한 단위 장비 및 센서 도입 - 기존 설비(PLC) 연동 - 신규 공장 설비 TP 연동 데이터 파이프라인 구축 (최대 12.5백만원 산정 가능) 주요 지원 내용 수집된 데이터를 TP 제조 AI 컴퓨팅 센터에서 안전하게 활용하기 위한 연동 체계 구축 세부 구성 요소 예시 || 5000.0만원/support_amount/subtract: 50백만원 지원금과 별도 ◦ (지원 규모) - 기업당 최대 50백만원 || 5000.0만원/support_amount/subtract: 50백만원 지원금과 별도 ◦ (지원 규모) - 기업당 최대 50백만원 || ... 후보 1개 추가,self_funding:5000.0 | unknown:625.0 | total_project_cost:625.0 | total_project_cost:6250.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123165
PBLN_000000000123173,[전남광주] 여수시 2026년 2차 지역산업위기대응 맞춤형 지원사업 공고,전남광주통합특별시,amount_update_ready,18,13,5,20000.0,20000.0,support_amount,subtract,,확정,20000.0만원/support_amount/subtract: 에너지 효율증대) 지원 - 패키지형 지원 프로그램 : 총 2억원 이내로 같은 주제ㆍ품목(연결성)으로 매뉴판 내 다수 프로그램 동시 지원(신청서 || 0.0만원/support_amount/subtract: hwp] 捤獥 汤捯 湰灧 【붙임 1】 지역산업위기대응 맞춤형 지원사업 지원신청서 氠瑢 여수시 지역산업위기대응 맞춤형 지원사업 지원신청서 신청프로그램 기술지원 신청금액 (단위:천원) 사업화지원 신청금액 (단위:천원) 시제품제작 浥┥ V 浥%！ÿ 샘플제작 공정개선 지원 마케팅 기술지도 위기극복 BM 수립 IPR&D전략지원 장 || 0.0만원/support_amount/subtract: hwp] 捤獥 汤捯 湰灧 【붙임 1】 지역산업위기대응 맞춤형 지원사업 지원신청서 氠瑢 여수시 지역산업위기대응 맞춤형 지원사업 지원신청서 신청프로그램 기술지원 신청금액 (단위:천원) 사업화지원 신청금액 (단위:천원) 시제품제작 浥┥ V 浥%！ÿ 샘플제작 공정개선 지원 마케팅 기술지도 위기극복 BM 수립 IPR&D전략지원 장 || 20000.0만원/support_amount/subtract: 석유화학 관련 업종임을 증빙하는 자료 필수 제츨 氠瑢 2 세부 지원프로그램 및 사업비 □ 패키지형 지원 프로그램 - 총 2억원 이내로 같은 주제 || 7000.0만원/support_amount/subtract: 시제품 test비용 등 시제품 70백만원 이내 공정개선 지원 장비 || 5000.0만원/consulting_fee/recommend_only: 제작품 등 성능 전후 비교 보고서 50백만원 이내 기술지도 첨단분야 기술개발에 필요한 기술자문 및 애로기술 해결 지원 전문가 컨설팅 및 보고서 작성 비용 기술지도 결과보고서 15백만원 이 || ... 후보 7개 추가,self_funding:0.0 | total_project_cost:0.0 | total_project_cost:0.0 | self_funding:0.0 | project_budget:361000.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123173
PBLN_000000000123174,[경기] 포천시 2026년 현장기술 돌봄이 지원사업 모집 수정 공고,경기도,amount_update_ready,11,10,1,90.0,90.0,support_amount,subtract,,확정,"90.0만원/total_support_scale/review: 지방세 체납 기업 □ (지원기간) 공고일로부터 ~ 예산 소진 시까지 □ (지원규모) 조직변환 지원 최대 90만원 이내(1일 1회 || 30.0만원/support_amount/subtract: / 30만원 지원) 氠瑢 Ⅱ 지원내용 □ 환편기 조직변환에 따른 조시기사 비용 지원 氠瑢 지원 분야 지원 내용 지원 한도 조직변환 지원 ⦁ 환편기 조직변환 || 30.0만원/support_amount/subtract: / 30만원 지원) 氠瑢 Ⅱ 지원내용 □ 환편기 조직변환에 따른 조시기사 비용 지원 氠瑢 지원 분야 지원 내용 지원 한도 조직변환 지원 ⦁ 환편기 조직변환에 따른 조시기사 비용 지원 30만원 이내 1일 1회 || 30.0만원/support_amount/subtract: 제품번호 ITEM No 폭넓이 Width 중량 Weight ※ 1회 지원 한도 30만원 이내, 최대 3회까지 지원(최대 90만원 이내) 비용 총계 필수제출서류 ① [서 || 90.0만원/support_amount/subtract: 최대 3회까지 지원(최대 90만원 이내) 비용 총계 필수제출서류 ① [서식2] 개인정보이용동의서(신청기업) ② 신청기업 사업자등록증 ③ 국세 || 90.0만원/total_support_scale/review: 지방세 체납 기업□ (지원기간) 공고일로부터 ~ 예산 소진 시까지□ (지원규모) 조직변환 지원 최대 90만원 이내(1일 1회 || ... 후보 4개 추가",unknown:30.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123174
PBLN_000000000123179,[경기] 2026년 2차 제조로봇 도입ㆍ실증 및 고도화지원 사업 공고(제조로봇 도입지원),경기도,amount_update_ready,27,16,11,12000.0,12000.0,support_amount,subtract,0.6,확정,"12000.0만원/support_amount/subtract: 제조로봇 고도화지원 - 제조로봇 도입ㆍ실증지원 : 기업당 최대 120백만원 - 제조로봇 고도화 지원 : 기업당 최대 35백만원 || 3500.0만원/support_amount/subtract: 제조로봇 고도화지원 - 제조로봇 도입ㆍ실증지원 : 기업당 최대 120백만원 - 제조로봇 고도화 지원 : 기업당 최대 35백만원 || 202700.0만원/total_support_scale/review: / (재)경기테크노파크 □ (사업목적) 도내 제조현장의 디지털 전환을 촉진하여 제조경쟁력 강화 및 로봇산업 기술 확산 기반 마련 □ (지원대상) 경기도 내 중소ㆍ중견기업(본사 또는 공장등록 기업) □ (지원규모) 2,027백만원 내외 □ (사업기간) 협약일 ~ 2026 || 500.0만원/fee/review: 협동로봇 작업장 안전인증 * 안전인증 수수료는 (첨부5) 로봇공정 안전인증기관 단가표를 참조하여 최대 500만원까지 사업비에 반영 * 사업비 회계정산 수수료는 전담기관(경기테크노파크)에서 부담 * 실증기준상 지원범위에 해당하지 않는 설비 및 기타 잡자재 || 12000.0만원/total_support_scale/review: 기업당 최대 1.2억 원 지원(총 사업비의 60%이내)구분 지원규모지원금액(도비) 기업 당 최대 1 || 12000.0만원/total_support_scale/review: 2억 원 지원(총 사업비의 60%이내)구분 지원규모지원금액(도비) 기업 당 최대 1.2억사업비 구성경기도비민간부담금60%40% -사업비 구성 예시 구분목표금액총 사업비경기도비(60%)민간부담금(40%)도입기업A공정A1 || ... 후보 10개 추가",total_project_cost:12000.0 | total_project_cost:3500.0 | self_funding:12000.0 | unknown:8000.0 | self_funding:20000.0 | unknown:12000.0 | self_funding:13000.0 | unknown:25000.0,safe,clear_selected_candidate,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123179
