policy_id,title,organization,amount_manual_review_required,amount_manual_review_category,amount_manual_review_category_ko,amount_manual_review_reason,amount_manual_review_status,candidate_types,support_candidate_count,candidate_summary,manual_review_decision,manual_selected_amount_manwon,manual_selected_amount_type,manual_roi_apply_method,manual_evidence,manual_note,url
PBLN_000000000123470,[대구] 2026년 2차 AI솔루션 실증 참여기업 모집 공고(지역특화 제조데이터 활성화 사업),중소벤처기업부,True,recommend_only_payload,비현금/수수료/컨설팅성,비현금/수수료/컨설팅성 지원이라 ROI 직접 차감은 불가,pending,consulting_fee:1,1,13000.0만원/consulting_fee/recommend_only: 31 1.3억원이내정 부 지 원 금 의 30% 현금 매칭□신청대상 ◦2025년 컨설팅(데이터진단)지원 수혜기업 신청,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123470
PBLN_000000000123478,[부산] 2026년 2차 연구개발장비 공동활용 지원사업 공고(장비사용료 지원사업 안내),부산광역시,True,recommend_only_payload,비현금/수수료/컨설팅성,비현금/수수료/컨설팅성 지원이라 ROI 직접 차감은 불가,pending,equipment_usage_fee:1,1,600.0만원/equipment_usage_fee/recommend_only: 공장 또는 연구소 등 사업자등록증 상 소재지가 확인되는 기업 ☞ 부산테크노파크 연구개발장비 사용에 따른 장비사용료 지원 - 기업당 장비사용료의 60%(기업당 연 최대 6백만원 내 지원(최대 3회 분할 신청 가능) 지원 사업신청 방법 이메일 접수 ➀ 공동활용 연구장비 목록[첨부1] 확인 후,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123478
PBLN_000000000123504,[서남권] 2026년 2차 지역혁신클러스터육성(비R&D) 기업지원사업 모집 공고,전남광주통합특별시,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,fee:3 | non_cash:3 | support_amount:8 | support_ratio:1 | total_support_scale:5,20,"0.0만원/fee/review: 최근 3년에 종료된 국가연구개발과제 수행현황 기재 漠杳 Ⅴ 소요예산 氠瑢 항목 세부내역 소요예산 연 구 활 동 비 외부 위탁 수수료 사업동향 분석 조사 예시) 00000 조사 * 2회 * 0000천원 회의비 회의비 및 다과비 예시) 회의비 30천원/인 * 0인 * 0회 전문가 자문료 자문위원회 개최 예시) 0명 * 0회 * 0000천원 기술세미나 개최비 회의장 사용료 || 1.0만원/fee/review: 회의자료 등) 예시) 기획보고서 제본 00부 * 10천원 여비 예시) 0명 * 0회 * 0000천원 정산수수료 회계정산비(400 || 0.0만원/fee/review: 회의자료 등) 예시) 기획보고서 제본 00부 * 10천원 여비 예시) 0명 * 0회 * 0000천원 정산수수료 회계정산비(400 || 3000.0만원/total_support_scale/review: 프로그램 접수시 서남권 지역혁신융복합단지 확인 후 지원기관에 접수 □ 지원프로그램 및 유형 氠瑢 지원기관 지원유형 지원규모 전남 융복합단지 전남지역 산업진흥원 R&D 사전기획 30,000천원 이내 기술 || 1000.0만원/non_cash/recommend_only: 사업화 지원 기술지도 10,000천원 이내 인증지원 10 || 1000.0만원/non_cash/recommend_only: 000천원 이내 인증지원 10,000천원 이내 IP&D 전략지원 10 || 1000.0만원/support_amount/subtract: 000천원 이내 IP&D 전략지원 10,000천원 이내 디지털지원 및 제품고급화 10 || 1000.0만원/support_amount/subtract: 000천원 이내 디지털지원 및 제품고급화 10,000천원 이내 R&D 연계지원 30 || ... 후보 12개 추가",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123504
PBLN_000000000123512,[경북] 2026년 지역 연계 미드폼 제작지원 사업 공고(경북콘텐츠코리아랩 운영사업),경상북도,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,support_amount:2 | support_ratio:1,3,"18800.0만원/support_amount/subtract: 각 편의 주요 내용 및 전개가 포함되도록 작성 氠瑢 慤桥 지역 연계 미드폼 제작지원 지원금 활용계획서 [서식 3] 지원금 활용계획서 氠瑢 총 지원금 188,000,000원 氠瑢 비목 세목 세세목 비율 집 행 목 적 산 출 내 역 금액(원) 인건비 보수 보수 7 || 1000.0만원/support_amount/subtract: 지원금 총액이 10백만원 미만인 사업 4 || None만원/support_ratio/ratio_cap: [경북] 2026년 지역 연계 미드폼 제작지원 사업 공고(경북콘텐츠코리아랩 운영사업) 경상북도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123512
PBLN_000000000123520,[제주] 2026년 2차 지역기업 성장사다리 지원사업 공고,중소벤처기업부,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,consulting_fee:1 | support_amount:3 | total_support_scale:1,5,"12000.0만원/total_support_scale/review: 제주테크노파크원장 지원개요◦(지원규모)총 약 1.2억원◦(지원대상 및 프로그램) 총 2개 지원 프로그램 || 5000.0만원/support_amount/subtract: 기업당최대총50,000천원규모안에지원프로그램중복신청가능 || 1120.4만원/consulting_fee/recommend_only: 컨설팅*전 분야 AI활용 가능 1개사내외협약일~11.2040백만원붙임참조지역스타기업지원2개사내외 || 4000.0만원/support_amount/subtract: 지원금의 10% 이상 기업부담금 설정 ◦ (지원대상) 제주스타기업 9개사 또는 예비선도기업(신규)지원프로그램지원대상대상자격기업수기업당 지원금액지역스타기업지원제주지역스타기업제주스타기업 (`22년 지정기업 9개사)2개사 내외40백만원 이내예비선도기업지원예비선도기업전년도 매출액 60억 이상1개사 내외 || 600000.0만원/support_amount/subtract: 지원금의 10% 이상 기업부담금 설정 ◦ (지원대상) 제주스타기업 9개사 또는 예비선도기업(신규)지원프로그램지원대상대상자격기업수기업당 지원금액지역스타기업지원제주지역스타기업제주스타기업 (`22년 지정기업 9개사)2개사 내외40백만원 이내예비선도기업지원예비선도기업전년도 매출액 60억 이상1개사 내외",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123520
PBLN_000000000123526,[충남] 2026년 산학연 협동프로그램 참여기업 지원사업 모집 재공고(테크노파크 생산장비 고도화),충청남도,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,support_ratio:1 | total_support_scale:1,2,"200.0만원/total_support_scale/review: 선정기업은 지원로드맵 수립을 위한 PM제도 의무 참여 ❍ (지원규모) 20개사 ❍ (기업부담금) 현금 2,000천원 || None만원/support_ratio/ratio_cap: [충남] 2026년 산학연 협동프로그램 참여기업 지원사업 모집 재공고(테크노파크 생산장비 고도화) 충청남도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123526
PBLN_000000000123542,[충남] 2026년 미래차전환 종합지원사업 기업지원(R&D) 프로그램 모집 공고,충청남도,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,guarantee:3 | non_cash:1,4,10000.0만원/non_cash/recommend_only: 인증 등 사업화 단계 지원(R&D) - 기업별 총 연구개발비 1억원 이내 지원 사업신청 방법 이메일 및 방문 또는 우편 접수 - 접수처 : 충남테크노파크 그린산업본부 미래자동차센터 - 이메일 : yskwon@c || 10000.0만원/guarantee/exclude: 인증 등 사업화 단계 지원(R&D)ㅇ지원규모 :기업별 총 연구개발비 1억원 이내 지원 * R&D 자금 예산편성기준에 따라 작성 필수 * 선정 완료 후 R&D 자금 신청시 신청금액에 해당하는 보증보험제출 필수 ㅇ지원기간 || 10000.0만원/guarantee/exclude: 협약 후 사업추진 등 * 기업별 최대한도 1억원 지원(협약관련 서류로서 1억원 이행보증보험증권 발급 및 제출 필수) * 이행보증보험증권 발급은 기업 자부담으로 발급 필수 ㅇ지원과제구분프로그램 || 10000.0만원/guarantee/exclude: 협약 후 사업추진 등 * 기업별 최대한도 1억원 지원(협약관련 서류로서 1억원 이행보증보험증권 발급 및 제출 필수) * 이행보증보험증권 발급은 기업 자부담으로 발급 필수 ㅇ지원과제구분프로그램명 세부 항목 구성 연구개발 지,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123542
PBLN_000000000123549,[경기] 용인시 제2차 반도체기업 기술보호 지원사업 모집 공고,경기도,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,support_amount:4,4,2000.0만원/support_amount/subtract: 2천만 원 이상 사업에 추가 지원 불가 (빨간색 표기) ex) A사업 선정(지원금 2천만원) → B사업(지원금 3천만원) 신청 불가 || 2000.0만원/support_amount/subtract: 2천만 원 이상 사업에 추가 지원 불가 (빨간색 표기) ex) A사업 선정(지원금 2천만원) → B사업(지원금 3천만원) 신청 불가 || 3000.0만원/support_amount/subtract: 2천만 원 이상 사업에 추가 지원 불가 (빨간색 표기) ex) A사업 선정(지원금 2천만원) → B사업(지원금 3천만원) 신청 불가 || 500.0만원/support_amount/subtract: C사업(지원금 5백만원) 신청 가능 - 당해연도 기준 동일 사업에 1회만 수혜 가능 ex) 상반기 A사업 선정 → 하반기 A사업 신청 불가,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123549
PBLN_000000000123569,[충북] 2026년 제조 AI 현장 적용 지원 사업 수혜기업 모집 연장 공고,중소벤처기업부,True,total_scale_manual_review,지원규모 계열 검수,지원규모 계열만 있어 기업당/과제당 한도 여부 수기확인 필요,pending,total_support_scale:1,1,8000.0만원/total_support_scale/review: 제지q (지원규모) 기업당 최대 80백만원 이내,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123569
PBLN_000000000123593,[비수도권] 2026년 3차 지능형 반도체 시험분석ㆍ성능검증 지원 지원기업 모집 공고,산업통상부,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,equipment_usage_fee:2 | non_cash:3 | support_ratio:1,6,"1000.0만원/equipment_usage_fee/recommend_only: 시험분석ㆍ성능검증 지원 (기업당 최대 1,000만원 지원) - (시험분석 서비스) 기술원이 보유한 시험분석 장비와 전문인력을 통한 시험분석 지원 - (시험분석ㆍ성능검증) 팹리스 기업이 개발한 지 || 1000.0만원/equipment_usage_fee/recommend_only: 000천원(100%)기업부담금0천원(0%)합 계10,000천원(100%)신청항목[필수]시험분석 서비스 지원■스마트 센서 검사 시스템 활용 시험분석□전파시험(EMC) 장비 활용 시험분석[선택]간접지원 (비용 || 1000.0만원/non_cash/recommend_only: )경북대학교시험분석(oo칩)성공10,000천원천원 다 || 45000.0만원/non_cash/recommend_only: 5억원3억원4.5억원신규고용1명2명3명 정보 이용 동의서 경북대학교 첨단정보통신융합산업기술원은 『2026년 지능형 반도체 시험분석 || 1000.0만원/non_cash/recommend_only: 제품의 시험분석 및 성능검증(인증) 지원간접지원(비용)최대10,000천원 4 || None만원/support_ratio/ratio_cap: [비수도권] 2026년 3차 지능형 반도체 시험분석ㆍ성능검증 지원 지원기업 모집 공고 산업통상부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123593
PBLN_000000000123596,[서울ㆍ경기ㆍ인천ㆍ강원] 2026년 중소기업 AI활용 도입을 위한 AI훈련 참여기업 모집 공고,고용노동부,True,recommend_only_payload,비현금/수수료/컨설팅성,비현금/수수료/컨설팅성 지원이라 ROI 직접 차감은 불가,pending,education_fee:1,1,"783.0만원/education_fee/recommend_only: 업 등의 경우에는 20인 미만도 가능) ☞ 컨설팅 비용 100% , 기업당 최대 783만원, 실무 중심 AI 프로젝트 교육 지원 ※ 자세한 지원내용 공고문 참조 사업신청",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123596
PBLN_000000000123622,[전북] 2026년 전주1인창조기업지원센터 선택형 지원사업 공고,전북특별자치도,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,support_amount:8 | support_ratio:1,9,"500.0만원/support_amount/subtract: 졸업기업은 [지식재산권획득] 분야만 신청 가능 ☞ 총 11개 과제 내외 사업화 지원금 입주기업 당 최대 5백만원 - 졸업기업 [지식재산권획득] 분야 최대 1백만원 || 100.0만원/support_amount/subtract: 졸업기업은 [지식재산권획득] 분야만 신청 가능 ☞ 총 11개 과제 내외 사업화 지원금 입주기업 당 최대 5백만원 - 졸업기업 [지식재산권획득] 분야 최대 1백만원 || 400.0만원/support_amount/subtract: 00 홈페이지 신청 내용 시제품제작(최대 4백만원) 牭景 신규 시제품 제작 牭景 기존 제품 고도화 제작 마케팅지원(최대 4백만원) 牭景 CI || 400.0만원/support_amount/subtract: 00 홈페이지 신청 내용 시제품제작(최대 4백만원) 牭景 신규 시제품 제작 牭景 기존 제품 고도화 제작 마케팅지원(최대 4백만원) 牭景 CI || 500.0만원/support_amount/subtract: 자진퇴거기업(2년 미만 입주 후 퇴실한 자)〇지 원 규 모:총 11개 과제(기업) 내외(신청 및 선정상황 따라 변동될 수 있음)〇지 원 금 액 :사업화 지원금 입주기업 당 최대 5백만원 (VAT제외)- 졸업기업 [지식재산권획득] 분야 최대 1백만원 (VAT제외) || 100.0만원/support_amount/subtract: 자진퇴거기업(2년 미만 입주 후 퇴실한 자)〇지 원 규 모:총 11개 과제(기업) 내외(신청 및 선정상황 따라 변동될 수 있음)〇지 원 금 액 :사업화 지원금 입주기업 당 최대 5백만원 (VAT제외)- 졸업기업 [지식재산권획득] 분야 최대 1백만원 (VAT제외) || 500.0만원/support_amount/subtract: 지원총액 : 기업 당 최대 5백만원 이내 || 400.0만원/support_amount/subtract: 발표평가 결과 및 사업비 타당성 검토를 통해 지원금이 조정될 수 있음지원분야지원범위기업별 지원한도선정방법지원대상시제품제작-신규 시제품 제작 과제당 4,000천원 이내(VAT제외)서류+발표평가입주기업-기존 제품 고도화 제작마케팅지원-CI || ... 후보 1개 추가",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123622
PBLN_000000000123638,[경남] 2026년 4차 기술경영 애로해결을 위한 Quick Solution Program(기술닥터 및 이노카페심층상담) 참여기업 모집 공고,경상남도,True,recommend_only_payload,비현금/수수료/컨설팅성,비현금/수수료/컨설팅성 지원이라 ROI 직접 차감은 불가,pending,consulting_fee:2,2,10.0만원/consulting_fee/recommend_only: 기업의 기술애로 해결을 위해 기술닥터가 기업 현장을 방문하여 컨설팅 수행(기업당 총10시간/시간당 10만원/1일 최대 3시간) - 기업이 희망하는 전문가(기술닥터)가 있는 경우 자격요건(참고 기술닥터 자격요건) 충족여부를 평가하여 적합시 우선 매칭하 || 10.0만원/consulting_fee/recommend_only: 기업의 경영애로 해결을 위해 이노카페 전문위원이 기업 현장을 방문하여 컨설팅 수행(기업당 총 5시간/시간당 10만원/1일 최대 3시간) - 기업이 희망하는 전문가가 있는 경우,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123638
PBLN_000000000123644,[전북] 2026년 3차 데이터 활용기업 맞춤형 지원사업 수요기업 모집 연장 공고,전북특별자치도,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,subsidy:1 | support_amount:1 | total_support_scale:1,3,"600.0만원/support_amount/subtract: 1인 창조기업 ☞ 데이터 활용이 필요한 도내 기업 대상 새로운 서비스ㆍ제품 개발을 위한 데이터 구매 비용 지원(기업당 6백만원 이내) || 1200.0만원/total_support_scale/review: 제품 개발을 위한 데이터 구매 비용 지원 총2개社 □ 지원규모 : 총12,000천원 □ 지원대상 : 데이터 구매 및 가공 지원을 통한 신규 비즈니스 모델 또는 서비스를 창출하고 기업 경쟁력 강화를 도모할 수 있는 도내 중소‧벤 || 10000.0만원/subsidy/subtract: 부정한 방법으로 보조금을 지원 받은 경우 10년 이하의 징역 또는 1억원 이하의 벌금이 부과될 수 있음 ❍ 부정사용금액을 포함하여 별도 제재부가금이 부과될 수 있으며",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123644
PBLN_000000000123659,[경북] 2026년 3차 지역기업 성장사다리 지원사업 통합 추가 공고,중소벤처기업부,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,consulting_fee:2 | support_amount:2,4,"1500.0만원/support_amount/subtract: R&D연계기업(최대 15,000천원) 지원 - 기술혁신 || 1500.0만원/support_amount/subtract: 추가로선택한프로그램의지원금합이1,500만원이내여야합니다 || 2000.0만원/consulting_fee/recommend_only: (2,000만원한도)ü(글로벌구조화형예시)해외마케팅(필수)+제품고급화+시장조사ü(글로벌고도화형예시)해외특허(필수)+시험분석+컨설팅ü(제조혁신 || 4500.0만원/consulting_fee/recommend_only: (4,500만원한도)ü(마케팅협력형예시)해외전시회(필수)+상품기획+판로컨설팅ü(제조협력형예시)시제품제작(필수)+브랜드개발+디자인ü(기술협력",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123659
PBLN_000000000123662,[전북] 2026년 게임기업 컨설팅 지원사업 신청 게임기업(예비창업자) 모집 공고,전북특별자치도,True,manual_representative_recoverable,대표금액 회수 가능 후보,현금성/바우처 후보가 있어 수기검수로 대표금액 회수 가능,pending,subsidy:1 | support_ratio:1,2,60000.0만원/subsidy/subtract: 2년간 보조금(지원금)의 총 금액이 6억 원을 초과한 경우 가 || None만원/support_ratio/ratio_cap: [전북] 2026년 게임기업 컨설팅 지원사업 신청 게임기업(예비창업자) 모집 공고 전북특별자치도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123662
PBLN_000000000123670,[부산] 영도구 2026년 3차 부산 커피산업 생태계 R&D 클러스트 구축사업 기업지원 프로그램 통합 모집 공고(시군구연고산업육성 협업프로젝트),중소벤처기업부,True,ratio_only,지원비율만 있음,지원비율만 있어 금액 대표값은 만들 수 없음,pending,support_ratio:1,1,None만원/support_ratio/ratio_cap: [부산] 영도구 2026년 3차 부산 커피산업 생태계 R&D 클러스트 구축사업 기업지원 프로그램 통합 모집 공고(시군구연고산업육성 협업프로젝트) 중소벤처기업부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123670
PBLN_000000000123680,2026년 중견기업-공공연 개방형 혁신 지원 사업 신규과제 모집 공고,산업통상부,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,support_ratio:1 | total_support_scale:1,2,700.0만원/total_support_scale/review: 한국로봇융합연구원 ㅇ (지원규모) 과제당 700만원 내외 (별도 민간매칭 없음) ㅇ (지원기간) 4개월 내외 (협약일~2026 || None만원/support_ratio/ratio_cap: 2026년 중견기업-공공연 개방형 혁신 지원 사업 신규과제 모집 공고 산업통상부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책정보,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123680
PBLN_000000000123681,자동차부품기업 사이버보안 컨설팅 참여기업 모집 공고,산업통상부,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,consulting_fee:1 | support_ratio:1,2,5000.0만원/consulting_fee/recommend_only: 신청기업과 컨설팅기업이 컨소시엄 구성하여 신청 ☞ 중소ㆍ중견기업 최대 50백만원 지원 - ISO/SAE 21434 기반 CSMS 인증 대응 컨설팅 - 조직 보안체계 구축 || None만원/support_ratio/ratio_cap: 자동차부품기업 사이버보안 컨설팅 참여기업 모집 공고 산업통상부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책정보 개방 속보성 대시보,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123681
PBLN_000000000123689,지능형 헬스케어제품 기반 실증ㆍ사업화 지원사업 기업지원 기술지원 추가 공고,산업통상부,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,equipment_usage_fee:1 | non_cash:1 | support_ratio:1 | total_support_scale:1,4,1000.0만원/equipment_usage_fee/recommend_only: 10백만원) 氠瑢 구분 프로그램명 지원내용 건수 지원규모 수행기관 기술 지원 기술 지원 장비활용 지원 지원목적 3 - 한국건설생활환경시험 연구원 KCL || 1000.0만원/non_cash/recommend_only: 전자파 시험평가(디버깅 제외) 공동연구개발 과제발굴 지원 지원목적 1 건당 10백만원 산학연병 협의체를 구성하여 신규과제 기획 || 1000.0만원/total_support_scale/review: 까지 󰊲 지원규모 및 방식 氠瑢 지원번호 세부사업명 수행기관 지원내용 지원금액 (건당) 지원방식 기업 부담금 9 공동연구개발 과제발굴 KCL 신규사업(R&D) 기획 연구회 운영지원 1건 10백만원 직접지원 없음 || None만원/support_ratio/ratio_cap: 지능형 헬스케어제품 기반 실증ㆍ사업화 지원사업 기업지원 기술지원 추가 공고 산업통상부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123689
PBLN_000000000123700,[대구] 2026년 산업안전보건 원스톱 서비스 지원 공고,대구광역시,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,equipment_usage_fee:1 | total_support_scale:2,3,"1250.0만원/equipment_usage_fee/recommend_only: 노후 시설개선 지원(기업당 최대 12,500,000원 지원) - 컨설팅 : 안전보건 전문가가 현장 순회 점검 및 유해ㆍ위험요인 발굴개선 등 영세사업장이 안전보건 관리 체계를 구축할 수 있도록 방문 || 1250.0만원/total_support_scale/review: 노후 시설개선 지원 氠瑢 2 세부 내용 지원금액 : 기업당 최대 12,500,000원 氠瑢 지원규모 컨설팅 시설개선 비용 기업당 지원금액 1 || 150.0만원/total_support_scale/review: 000원 氠瑢 지원규모 컨설팅 시설개선 비용 기업당 지원금액 1,500,000원 11",,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123700
PBLN_000000000123708,[경기] 2026년 공공의료원 AI진단보조기기 실증지원사업 참여기업 모집 공고,경기도,True,mixed_manual_review,혼합 수기검수,지원 후보가 혼합되어 대표금액/적용방식 수기확인 필요,pending,consulting_fee:3 | support_ratio:1 | total_support_scale:2,6,2000.0만원/consulting_fee/recommend_only: 연구소)가 경기도에 소재한 의료기기 업체 - 「중소기업기본법」 제2조에 따른 중소기업 - 식품의약품안전처의 인허가를 받은 AI진단보조기기를 생산한 기업 - 종합병원급 시장 진입이 가능한 국내 제품을 생산한 기업 ☞ 공공의료원에서 AI진단보조기기 사용자평가 레퍼런스를 제공하여 중소기업 제품 상용화 촉진(기업당 최대 20백만원) 지원 - 지원분야 : AI를 활용한 진단보조기기 || 8000.0만원/consulting_fee/recommend_only: 지원개요 □ 지원목적 : 공공의료원에서 AI진단보조기기 사용자평가 레퍼런스를 제공하여 중소기업 제품 상용화 촉진 □ 지원규모 : 총 80백만원 [4개사 지원 || 2000.0만원/total_support_scale/review: 기업당 최대 20백만원] ◦ 과제 규모에 따라 기업당 지원규모는 변경될 수 있음 ◦ 본 사업은 공공의료 인프라 구축 및 검증을 지원하는 사업으로 || 8000.0만원/consulting_fee/recommend_only: 2026년 6월 25일 경기도지사 경기도의료원장 <> □ 지원목적 : 공공의료원에서 AI진단보조기기 사용자평가 레퍼런스를 제공하여 중소기업 제품 상용화 촉진 □ 지원규모 : 총 80백만원 [4개사 지원 || 2000.0만원/total_support_scale/review: 기업당 최대 20백만원] ◦ 과제 규모에 따라 기업당 지원규모는 변경될 수 있음 ◦ 본 사업은 공공의료 인프라 구축 및 검증을 지원하는 사업으로 || None만원/support_ratio/ratio_cap: [경기] 2026년 공공의료원 AI진단보조기기 실증지원사업 참여기업 모집 공고 경기도 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정예고/고시 월간 중기누리 활용정보 활용정보 기업업무용 서식 입주기업 모집공고 온라인화상회의실 정책,,,,,,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123708
