policy_id,title,organization,old_amount_manwon,old_amount_actual,old_amount_type,old_roi_apply_method,new_amount_manwon,new_amount_actual,new_amount_type,new_roi_apply_method,delta_ratio,delta_bucket,pattern,suggested_action,suggested_reason,decision_reasons,comparison_reasons,new_selected_context,candidate_summary,url,hold_group
PBLN_000000000123154,2026년 3차 조선해양산업기술개발사업 신규지원 대상과제 공고,산업통상부,297000.0,최대 29.7억원,subsidy,subtract,4210000.0,최대 421억원,support_amount,subtract,14.2x,new_10x_plus,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=297000,new=4.21e+06",7억원 이내 (총 정부지원연구개발비 421억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 징수 관리번호 2026-3차-AI완전자율운항-02 산업기술분류 중,297000.0만원/support_amount/subtract: 2단계: 5~7차년도 개발기간 각 12개월) ㅇ 정부지원연구개발비 : ’26년 29.7억원 이내 (총 정부지원연구개발비 421억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 징수 관리번호 2026-3 || 4210000.0만원/support_amount/subtract: 7억원 이내 (총 정부지원연구개발비 421억원 이내) ㅇ 주관연구개발기관 : 비영리기관 ㅇ 정부납부기술료 납부대상 여부 : 징수 관리번호 2026-3차-AI완전자율운항-02 산업기술분류 중 || 1585000.0만원/total_support_scale/review: 연구개발비 지원 규모 및 기간세부사업명(내역사업명) 조선해양산업기술개발(AI완전자율운항선박기술개발)공고예산158.5억원신규 지원 연구개발과제12개지원규모연구개발과제별 특성에 따라 달리함(지원대상 사업 및 과제(RFP || 50000.0만원/unknown/review: 해당 기술분야에 대한 코드번호는 「산업기술혁신사업 공통 운영요령」 [별표1]을 참조 -8- * 기본채용 인원 : 전체 연구개발기간에 걸친 각 참여기업의 정부지원연구개발비 합계액(계획금액 기준)이 5억원 이상인 경우 청년인력은 1차년도에 1명 이상 배정하여야 하며 || 50000.0만원/unknown/review: 정부지원연구개발비 합계액이 5억원의 배수에 달할 때마다 해당 연도 말까지 채용하여야 할 인원을 1명씩 가산 예시) 연구개발기관 중 3개의 기업이 나누어 받는 총 정부지원연구개발 || 138000.0만원/unknown/review: 정부지원연구개발비 합계액이 5억원의 배수에 달할 때마다 해당 연도 말까지 채용하여야 할 인원을 1명씩 가산 예시) 연구개발기관 중 3개의 기업이 나누어 받는 총 정부지원연구개발비 13.8억원인 경우 || 38000.0만원/unknown/review: 참여기업의 연차별 기본채용 인원수 구분1차년도2차년도3차년도해당연도누적해당연도누적해당연도누적정부지원연구개발비3.8억3 || 38000.0만원/unknown/review: 구분1차년도2차년도3차년도해당연도누적해당연도누적해당연도누적정부지원연구개발비3.8억3.8억5억8.8억5억13.8억기본채용 인원1명1명1명2명0명2명□참여연구원 출산전후 휴 || ... 후보 7개 추가,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123154,limit_candidate_large_delta
PBLN_000000000123188,[경북] 북부 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,420.0,최대 420만원,subsidy,subtract,900.0,최대 900만원,subsidy,subtract,2.14x,new_2x_plus,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=420,new=900","해외출원비용 등을 지원 氠瑢 구분 세부 사업명 정부지원금 규모 분담금 특 허 특허기술홍보영상제작 9,000천원 이내 40% (현금20%+현물20%) 단","2000.0만원/consulting_fee/recommend_only: 봉화군) 소재 중소기업 (중소기업 기본법 제2조 및 동법 시행령 제3조에 의거) ☞ 기업 당 2,000만원 이내 지원 - 지식재산 전문가의 IP현안 진단을 통해 컨설턴트 직접컨설팅을 제공하고 || 2000.0만원/total_support_scale/review: 천재지변의 경우 일부 절차는 비대면으로 진행될 수 있음 □ 지원규모 o 기업 당 2,000만원 이내(지원금 합산 기준 || 900.0만원/subsidy/subtract: 해외출원비용 등을 지원 氠瑢 구분 세부 사업명 정부지원금 규모 분담금 특 허 특허기술홍보영상제작 9,000천원 이내 40% (현금20%+현물20%) 단 || 900.0만원/unknown/review: 여성기업의 경우 현금 10% + 현물 30% 적용 특허맵(국내) 9,000천원 이내 디자인 디자인맵(국내) 9 || 900.0만원/unknown/review: 000천원 이내 디자인 디자인맵(국내) 9,000천원 이내 제품디자인개발 16 || 1600.0만원/unknown/review: 000천원 이내 제품디자인개발 16,000천원 이내 제품디자인목업 6 || 600.0만원/unknown/review: 000천원 이내 제품디자인목업 6,000천원 이내 포장디자인개발 9 || 900.0만원/unknown/review: 000천원 이내 포장디자인개발 9,000천원 이내 화상디자인 개발(UX || ... 후보 31개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123188,limit_candidate_large_delta
PBLN_000000000123192,[경북] 영주시 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,1400.0,"최대 1,400만원",subsidy,subtract,900.0,최대 900만원,subsidy,subtract,0.643x,moderate_delta,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=1400,new=900","해외출원비용 등을 지원 氠瑢 구분 세부 사업명 정부지원금 규모 분담금 특 허 특허기술홍보영상제작 9,000천원 이내 40% (현금20%+현물20%) 단","2000.0만원/consulting_fee/recommend_only: ☞ 영주시 소재 중소기업 (중소기업 기본법 제2조 및 동법 시행령 제3조에 의거) ☞ 기업 당 2,000만원 이내 지원 - 지식재산 전문가의 IP현안 진단을 통해 컨설턴트 직접컨설팅을 제공하고 || 2000.0만원/total_support_scale/review: 천재지변의 경우 일부 절차는 비대면으로 진행될 수 있음 □ 지원규모 o 기업 당 2,000만원 이내(지원금 합산 기준 || 900.0만원/subsidy/subtract: 해외출원비용 등을 지원 氠瑢 구분 세부 사업명 정부지원금 규모 분담금 특 허 특허기술홍보영상제작 9,000천원 이내 40% (현금20%+현물20%) 단 || 900.0만원/unknown/review: 여성기업의 경우 현금 10% + 현물 30% 적용 특허맵(국내) 9,000천원 이내 디자인 디자인맵(국내) 9 || 900.0만원/unknown/review: 000천원 이내 디자인 디자인맵(국내) 9,000천원 이내 제품디자인개발 16 || 1600.0만원/unknown/review: 000천원 이내 제품디자인개발 16,000천원 이내 제품디자인목업 6 || 600.0만원/unknown/review: 000천원 이내 제품디자인목업 6,000천원 이내 포장디자인개발 9 || 900.0만원/unknown/review: 000천원 이내 포장디자인개발 9,000천원 이내 화상디자인 개발(UX || ... 후보 5개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123192,limit_candidate_large_delta
PBLN_000000000123210,2026년 2차 국가표준기술력향상사업 신규지원 대상과제 공고,산업통상부,7000.0,"최대 7,000만원",subsidy,subtract,59850000.0,최대 5985억원,support_amount,subtract,8.55e+03x,new_100x_plus,likely_new_limit_candidate,hold,기존값과 새값 차이가 100배 이상이라 단위/표 연결 수동 확인이 필요합니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=7000,new=5.985e+07",855억원이내(총정부지원연구개발비5.985억원이내)ㅇ단계구분:1단계(1~2차년도),1000.0만원/support_amount/subtract: 2~4차년도:각12개월)ㅇ 정부지원연구개발비:’26년0.1억원이내(총정부지원연구개발비0 || 7000.0만원/support_amount/subtract: 1억원이내(총정부지원연구개발비0.7억원이내)ㅇ단계구분:1단계(1~2차년도) || 8550000.0만원/support_amount/subtract: 2~4차년도:각12개월)ㅇ 정부지원연구개발비:’26년0.855억원이내(총정부지원연구개발비5 || 59850000.0만원/support_amount/subtract: 855억원이내(총정부지원연구개발비5.985억원이내)ㅇ단계구분:1단계(1~2차년도) || 6000.0만원/support_amount/subtract: 2~5차년도:각12개월)ㅇ 정부지원연구개발비:’26년0.6억원이내(총정부지원연구개발비5 || 54000.0만원/support_amount/subtract: 6억원이내(총정부지원연구개발비5.4억원이내)ㅇ단계구분:1단계(1~2차년도) || 8350000.0만원/support_amount/subtract: 2~4차년도:각12개월)ㅇ 정부지원연구개발비:’26년0.835억원이내(총정부지원연구개발비5 || 58450000.0만원/support_amount/subtract: 835억원이내(총정부지원연구개발비5.845억원이내)ㅇ단계구분:1단계(1~2차년도) || ... 후보 16개 추가,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123210,extreme_delta
PBLN_000000000123267,2026년 제5차 바이오ㆍ의료기술개발 사업 신규과제 공고,과학기술정보통신부,1370000.0,최대 137억원,subsidy,subtract,200000.0,최대 20억원,support_amount,subtract,0.146x,new_half_or_less,likely_new_limit_candidate,hold,새 후보가 월별/인원별/건별/취득금액/연간한도 문맥이라 대표금액 확정이 어렵습니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=1.37e+06,new=200000",연구 개발 결과의 활용 방안 및 기대 효과 까지 내용을 과제 규모에 따라 아래 분량에 맞춰 작성12개월 기준 정부지원연구개발비 규모(주관+공동 기준) 계획서 분량주관연구개발기관공동연구개발기관연 5억원 미만60쪽 이내15쪽 이내연 5억원 이상 20억원 미만100쪽 이내20쪽 이내연 20억원 이상제한 없음제한 없음,"1370000.0만원/unknown/review: 12) 단계1 차년도(1 ) 백만원13,700 백만원(2 || 44297600.0만원/subsidy/subtract: 줄기세포 등 국민 생명과 건강에 직결된 바이오 및 첨단의료 분야 핵심원천기술 확보 및 실용화 지원□사업기간/예산(정부출연금):’04년~계속 /’26년 4,429.76억원□사업 내용ㅇ신약 || 50000.0만원/support_amount/subtract: 연구 개발 결과의 활용 방안 및 기대 효과 까지 내용을 과제 규모에 따라 아래 분량에 맞춰 작성12개월 기준 정부지원연구개발비 규모(주관+공동 기준) 계획서 분량주관연구개발기관공동연구개발기관연 5억원 미만60쪽 이내15쪽 이내연 5억원 이상 20억원 미만100쪽 이내20쪽 이내연 20억 || 50000.0만원/support_amount/subtract: 연구 개발 결과의 활용 방안 및 기대 효과 까지 내용을 과제 규모에 따라 아래 분량에 맞춰 작성12개월 기준 정부지원연구개발비 규모(주관+공동 기준) 계획서 분량주관연구개발기관공동연구개발기관연 5억원 미만60쪽 이내15쪽 이내연 5억원 이상 20억원 미만100쪽 이내20쪽 이내연 20억 || 200000.0만원/support_amount/subtract: 연구 개발 결과의 활용 방안 및 기대 효과 까지 내용을 과제 규모에 따라 아래 분량에 맞춰 작성12개월 기준 정부지원연구개발비 규모(주관+공동 기준) 계획서 분량주관연구개발기관공동연구개발기관연 5억원 미만60쪽 이내15쪽 이내연 5억원 이상 20억원 미만100쪽 이내20쪽 이내연 20억 || 200000.0만원/support_amount/subtract: 연구 개발 결과의 활용 방안 및 기대 효과 까지 내용을 과제 규모에 따라 아래 분량에 맞춰 작성12개월 기준 정부지원연구개발비 규모(주관+공동 기준) 계획서 분량주관연구개발기관공동연구개발기관연 5억원 미만60쪽 이내15쪽 이내연 5억원 이상 20억원 미만100쪽 이내20쪽 이내연 20억 || None만원/support_ratio/ratio_cap: 2026년 제5차 바이오ㆍ의료기술개발 사업 신규과제 공고 과학기술정보통신부 기업마당>정책정보>지원사업 공고 기업마당 본문 바로가기 주메뉴 바로가기 기업마당 > 정책정보 > 지원사업 공고 메뉴열기 로그인 정책정보 정책정보 지원사업 공고 품목별 법정의무 인증제도 행사정보 정책뉴스 입법·행정",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123267,unit_basis_ambiguous
PBLN_000000000123371,[경남] 사천시ㆍ진주시 2026년 2차 우주ㆍ항공 제조기업 대상 DX 기반 품질ㆍ공정 개선 및 생산성 향상을 위한 무료 컨설팅 및 전문인력양성 지원사업 공고,산업통상부,1500.0,"최대 1,500만원",support_amount,subtract,700.0,최대 700만원,support_amount,subtract,0.467x,new_half_or_less,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"amount_delta_20_percent:old=1500,new=700",일부 우수 성과 도출 기업에 한해 재료비 최대 700만원 추가 지원 (예산 소진 시 조기 마감),"1500.0만원/consulting_fee/recommend_only: 중견 제조기업 대상 제조 공정 전주기* 디지털 전환(DX) 컨설팅 지원 - 기업당 제조 공정 전주기 분야별 최대 2회 지원 가능(예산 소진 시 마감) - 최대 1,500만원 지원(컨설팅 자문료 및 재료비) 氠瑢 구분 컨설팅 지원 내용 컨설팅 지원 (최대 3개월) 지원 내용 (예시) 공정 || 300.0만원/consulting_fee/recommend_only: 학사 학위 이상 및 DX 관련 컨설팅 경력 보유자 지원 예산 전문가 자문료 최대 300만원 지원 || 50.0만원/non_cash/recommend_only: 자문 50만원/회 * 6회 (경력에 따른 차등 지급) || 500.0만원/support_amount/subtract: 한국전자기술연구원 보유 인력 활용 및 기술지원 가능 지원 예산 재료비 최대 500만원 지원 || 700.0만원/support_amount/subtract: 일부 우수 성과 도출 기업에 한해 재료비 최대 700만원 추가 지원 (예산 소진 시 조기 마감) || 300.0만원/education_fee/recommend_only: 8시간 이상 교육 수료 - 강사료 최대 300만원 지원(이 외 SW 임차비 || 300.0만원/support_amount/subtract: 교재비 등 일체 지원) 氠瑢 구분 지원 내용 지원 예산 강사료 최대 300만원 지원 (예시 || 50.0만원/unknown/review: 50만원/강사 * 6회) 이 외 SW 임차비 || ... 후보 1개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123371,limit_candidate_large_delta
PBLN_000000000123399,[경북] 2026년 소공인 클린제조환경조성 사업 모집 공고,경상북도,630.0,최대 630만원,subsidy,subtract,1050.0,"최대 1,050만원",support_amount,subtract,1.67x,moderate_delta,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=630,new=1050","산업폐기물 처리 등 지원50개사내외630만원이내270만원 이상고위험업종*** 1,050만원이내450만원이상에너지효율","1400000.0만원/unknown/review: 연탄 및 석유정제품 제조업 140억원 이하 10인 미만 C24 1차 금속 제조업 C10 식료품 제조업 120억원 이하 C11 음료 제조업 C14 의복 || 1200000.0만원/unknown/review: 연탄 및 석유정제품 제조업 140억원 이하 10인 미만 C24 1차 금속 제조업 C10 식료품 제조업 120억원 이하 C11 음료 제조업 C14 의복 || 800000.0만원/unknown/review: 음향 및 통신장비 제조업 C28 전기장비 제조업 C29 기타 기계 및 장비 제조업 C30 자동차 및 트레일러 제조업 C32 가구 제조업 C12 담배 제조업 80억원 이하 C13 섬유제품 제조업 || 150000.0만원/unknown/review: 광학 기기 및 시계 제조업 C31 기타 운송장비 제조업 C33 기타 제품 제조업 C34 산업용 기계 및 장비 수리업 15억원 이하 氠瑢 참고2 주 업종(제조업) 구분 방법 □ 업종분류 기준 ◦ 업종구분은 통계청의 한국표준산업분류의 분류원칙에 따르며 || 630.0만원/support_amount/subtract: 산업폐기물 처리 등 지원50개사내외630만원이내270만원 이상고위험업종*** 1 || 270.0만원/support_amount/subtract: 산업폐기물 처리 등 지원50개사내외630만원이내270만원 이상고위험업종*** 1 || 1050.0만원/support_amount/subtract: 산업폐기물 처리 등 지원50개사내외630만원이내270만원 이상고위험업종*** 1,050만원이내450만원이상에너지효율 || 450.0만원/unknown/review: 050만원이내450만원이상에너지효율 || ... 후보 3개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123399,limit_candidate_large_delta
PBLN_000000000123416,[경북] 영천시 2026년 2차 중소기업 혁신기술개발 지원사업 공고,경상북도,311.0,최대 311.1만원,support_amount,subtract,5000.0,"최대 5,000만원",support_amount,subtract,16.1x,new_10x_plus,likely_new_limit_candidate,hold,새 후보가 월별/인원별/건별/취득금액/연간한도 문맥이라 대표금액 확정이 어렵습니다.,large_amount_delta,"amount_delta_20_percent:old=311,new=5000","R&D 사업 지원  Scale-up R&D 1) 지원 내용 : 아이디어 단계의 신제품개발 또는 제품고도화를 위한 연구개발 과제 2) 지원 대상 : 선정 후 협약 기업 단독 3) 지원금 : 최대 50,000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진 절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 (6~7월) (","18000.0만원/total_project_cost/review: 총사업비(지원금) : 금180,000,000원(금일억팔천만원정) 라 || 5000.0만원/support_amount/subtract: R&D 사업 지원  Scale-up R&D 1) 지원 내용 : 아이디어 단계의 신제품개발 또는 제품고도화를 위한 연구개발 과제 2) 지원 대상 : 선정 후 협약 기업 단독 3) 지원금 : 최대 50,000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진 절차 氠瑢 모집 공고 ⇨ || 3500.0만원/support_amount/subtract: 000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진 절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 (6~7월) (7월) (별도 공지) (8월~11월) (11월) 지원대상기업 현장실태조사 및 대면발표평가 협약 체결 사업수행 및 현장모니터링 (필수) || 2000.0만원/support_amount/subtract: 특허 등 지원 2) 지원 대상 : 선정 후 협약 기업 단독 3) 지원금 : 최대 20,000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 ⇨ 사업비 지급 || 2500.0만원/non_cash/recommend_only: 기업 현황 氠瑢 기업 현황 기업현황 매출 고용 지원현황 구 분 매출(억) 고용(명) 본 사업 지원 현항 2025년 150 25 2024년 2023년 비R&D-25백만원 재무현황 (2025년) 부채비율 : (부채총계/자본총계×100%) 유동비율 : (유동자산/유동부채×100%) 기업인증 || 5000.0만원/self_funding/review: 사업비 요약 (단위 : 천원) 氠瑢 구 분 영천시 지원금 민간부담금 합 계 현 금 현 물 소 계 금액 % 100% 氠瑢 작성요령 汤捯 작성 후 삭제 ◦ 총괄 - 영천시지원금 및 민간(기업)부담금 비율은 공고문에 명기된 비율로 작성함 - 민간부담금 현금은 민간(기업)부담금의 20%이상이어 || 1000.0만원/self_funding/review: 민간부담금 10백만원이상(현금 필수) || 311.1만원/unknown/review: 상용근로자 월 평균급여(3,111천원)* 이하인 개인사업자 대표는 상용근로자 월 평균급여로 계상 * 노동부 상용근로자 1인당 월평균 임금 기준 || ... 후보 3개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123416,unit_basis_ambiguous
PBLN_000000000123417,[경북] 영천시 2026년 2차 중소기업 고부가가치 전환육성 지원사업 공고,경상북도,311.0,최대 311.1만원,support_amount,subtract,10000.0,최대 1억원,support_amount,subtract,32.2x,new_10x_plus,likely_new_limit_candidate,hold,새 후보가 월별/인원별/건별/취득금액/연간한도 문맥이라 대표금액 확정이 어렵습니다.,large_amount_delta,"amount_delta_20_percent:old=311,new=10000","R&D 사업 지원 □ 시제품 개발형 기술 개발 1) 지원 내용 : 영천시 중소기업의 연구개발을 통해 미래의 시장 진출을 준비하기 위한 고부가가치 사업화 기술 개발 지원 2) 지원 대상 : 선정 후 협약 기업 단독 3) 지원금 : 최대 100,000천원(지원금의 20% 이상 현금 기업 부담) 4) 추진 절차 氠瑢 모집 공고 ⇨ 선정 평가 ⇨ 과제 협약 ⇨ 사업수행 ⇨ 결과 평가 (6~7월) (","2500.0만원/non_cash/recommend_only: 기업 현황 氠瑢 기업 현황 기업현황 매출 고용 지원현황 구 분 매출(억) 고용(명) 본 사업 지원 현항 2025년 150 25 2024년 2023년 비R&D-25백만원 재무현황 (2025년) 부채비율 : (부채총계/자본총계×100%) 유동비율 : (유동자산/유동부채×100%) 기업인증 || 10000.0만원/self_funding/review: 사업비 요약 (단위 : 천원) 氠瑢 구 분 영천시 지원금 민간부담금 합 계 현 금 현 물 소 계 금액 % 100% 氠瑢 작성요령 汤捯 작성 후 삭제 ◦ 총괄 - 영천시지원금 및 민간(기업)부담금 비율은 공고문에 명기된 비율로 작성함 - 민간부담금 현금은 민간(기업)부담금의 20%이상이어 || 2000.0만원/self_funding/review: 민간부담금 20백만원이상(현금 필수) || 311.1만원/unknown/review: 상용근로자 월 평균급여(3,111천원)* 이하인 개인사업자 대표는 상용근로자 월 평균급여로 계상 * 노동부 상용근로자 1인당 월평균 임금 기준 || 1000.0만원/unknown/review: 수행기업의 연구과제 추진비의 합계는 1천만원 이하로 계상하여야 한다 || 3.0만원/unknown/review: 활용비는 제외) 다과, 식대 등으로 실 소요비용을 산정할 수 있으며(단, 1인당 3만원 이하), 외부기업 참석없이 단일 수행기업 내부직원 간의 회의비로 사용하는 경우 || 1.0만원/unknown/review: 자체기준이 없는 경우 1인당 1일 1만원 이내로 산정하여야 한다 || 27000.0만원/total_project_cost/review: 총 사업비(지원금) : 금270,000,000원(금이억칠천만원정) 라 || ... 후보 2개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123417,unit_basis_ambiguous
PBLN_000000000123419,2026년 소공인 클린제조환경조성사업 추가 모집 공고,중소벤처기업부,630.0,최대 630만원,subsidy,subtract,1050.0,"최대 1,050만원",support_amount,subtract,1.67x,moderate_delta,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=630,new=1050","산업폐기물 처리 등 지원 500개사 내외 630만원 이내 270만원 이상 고위험업종 *** 50개사 내외 1,050만원 이내 450만원 이상 에너지효율","630.0만원/support_amount/subtract: 산업폐기물 처리 등 지원 500개사 내외 630만원 이내 270만원 이상 고위험업종 *** 50개사 내외 1 || 270.0만원/support_amount/subtract: 산업폐기물 처리 등 지원 500개사 내외 630만원 이내 270만원 이상 고위험업종 *** 50개사 내외 1 || 1050.0만원/support_amount/subtract: 산업폐기물 처리 등 지원 500개사 내외 630만원 이내 270만원 이상 고위험업종 *** 50개사 내외 1,050만원 이내 450만원 이상 에너지효율 || 450.0만원/unknown/review: 050만원 이내 450만원 이상 에너지효율 || 490.0만원/support_amount/subtract: 공사 지원 350개사 내외 490만원 이내 210만원 이상 * 본 사업과 무관한 단순 장비 교체 || 210.0만원/support_amount/subtract: 공사 지원 350개사 내외 490만원 이내 210만원 이상 * 본 사업과 무관한 단순 장비 교체 || 630.0만원/support_amount/subtract: 산업폐기물 처리 등 지원500개사내외630만원이내270만원 이상고위험업종*** 50개사내외1 || 270.0만원/support_amount/subtract: 산업폐기물 처리 등 지원500개사내외630만원이내270만원 이상고위험업종*** 50개사내외1 || ... 후보 8개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123419,limit_candidate_large_delta
PBLN_000000000123421,"2026년 중소기업기술혁신개발사업 글로벌선도기술개발(함께달리기, 이어달리기) 시행계획 공고",중소벤처기업부,100000.0,최대 10억원,subsidy,subtract,50000.0,최대 5억원,support_amount,subtract,0.5x,new_half_or_less,likely_new_limit_candidate,hold,새 후보가 한도처럼 보이나 기존값과 차이가 커 최종 수동 확인이 필요합니다.,large_amount_delta,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=100000,new=50000",접수 결과에 따라 추가공고 가능 □ (지원조건) 연구개발비의 65%이내 (연차별 최대 5억원 이내) 내역 사업 개발기간 및 지원한도 정부지원 연구개발비 비중 * 지원방식 수출지향형 함께달리기 최대 2년,"200000.0만원/unknown/review: 20억원) 해외진출 경쟁형 전략형 소부장 시장확대형 (3년 || 360000.0만원/unknown/review: 36억원) 민간투자연계 전략기술테마별프로젝트 전략형 시장대응형 (2년 || 50000.0만원/loan/exclude: 5억원) 일반 융자연계형 소부장 구조혁신 내역사업 내내역사업 글로벌선도 기술개발 수출지향형 (2년 || 100000.0만원/unknown/review: 계형 소부장 구조혁신 내역사업 내내역사업 글로벌선도 기술개발 수출지향형 (2년, 10억원) 글로벌협력형 (5년, 25억원) 중소기업 유망기술개발 국가전략기술 도메인특화 || 250000.0만원/unknown/review: 25억원) 중소기업 유망기술개발 국가전략기술 도메인특화 AI (2년 || 1000000.0만원/unknown/review: 100억원) AI후보물질 (2년 || 100000.0만원/unknown/review: 10억원) 신약파이프라인 (3년 || 300000.0만원/unknown/review: I (2년, 100억원) AI후보물질 (2년, 10억원) 신약파이프라인 (3년, 30억원) 구조혁신 (2년, 5억원) 소부장 (2년, 5억원) 일반(K-뷰티, 소셜벤처, || ... 후보 22개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123421,limit_candidate_large_delta
PBLN_000000000123459,[경북] 2026년 4차 푸드테크 스마트 제조 기반 구축 사업 재공고,경상북도,4500.0,"최대 4,500만원",support_amount,subtract,80000.0,최대 8억원,loan,exclude,17.8x,new_10x_plus,needs_manual_review,hold,문맥만으로 기존값/새값 확정이 어렵습니다(needs_manual_review).,large_amount_delta,"type_changed:support_amount->loan | roi_method_changed:subtract->exclude | amount_delta_20_percent:old=4500,new=80000","체 등 생산설비에 소요되는 자금 장기저리, 융자 지원 * 금리 2.5%(변동), 8억원(시설)/3년거치, 5년 균등분할 * 사업장 신축 및 부지매입비, 공장매입비, 사","80000.0만원/loan/exclude: 체 등 생산설비에 소요되는 자금 장기저리, 융자 지원 * 금리 2.5%(변동), 8억원(시설)/3년거치, 5년 균등분할 * 사업장 신축 및 부지매입비, 공장매입비, 사 || 400.0만원/unknown/review: 시제품/포장재(파우치/박스/스티커) 제작 - 최대 4백만원 || 400.0만원/non_cash/recommend_only: 수출 적합성 검토 인증비용 - 최대 4백만원 || 1200000.0만원/revenue_condition/review: 식료품 제조업 C10 평균매출액등 120억원 이하 2 || 800000.0만원/revenue_condition/review: 임업 및 어업 A 평균매출액등 80억원 이하 19 || 500000.0만원/revenue_condition/review: 도매 및 소매업 G 평균매출액등 50억원 이하 33 || 300000.0만원/revenue_condition/review: 원료재생업 (수도업은 제외한다) E (E36 제외) 평균매출액등 30억원 이하 35 || 100000.0만원/revenue_condition/review: 산업용 기계 및 장비 수리업 C34 평균매출액등 10억원 이하 40 || ... 후보 5개 추가",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123459,manual_review_pattern
